,Hotel_Name,Negative_Review,Positive_Review
395942,Grosvenor House A JW Marriott Hotel, They use 30mins to find the booking info I believe they are using interns rather than normal staffs everyone has no idea what is happening, Very bad place can t image this is a 5 star
395943,Grosvenor House A JW Marriott Hotel, The room I booked via booking com was very small barely enough to walk around the bed I had to pay an extra GBP50 per room per night to upgrade Booking com needs to be clearer about the room size on your website and warn people when the room is exceptionally small ,No Positive
395944,Grosvenor House A JW Marriott Hotel, Air conditioning in the room was very noisy room 275 has what looks like the main plant to the building outside the window noisy all night This is an expensive hotel you would assume that you could get a good nights sleep If booking go 3rd or 4th floor up , The staff were very good 
395945,Grosvenor House A JW Marriott Hotel,No Negative, I took my Nephew away for his 21st birthday trying to be a good Uncle and we needed a 2 twin bed arrangement When we arrived it was a King Queen not sure but I asked the desk to review my request and she said no problem we will correct it very nice at front desk Came back after some coffee and they gave us the same room with the king bed a roll away bed cot next to the closet which now we could t open Went down to front desk and then they apologized and said they would will fix it I asked can we just get another room They said no rooms available not sure about that Anyway they put 2 twin beds in the same room took out the king bed and left the cot So now we have 2 twin beds pushed together and a cot I asked can we have this cot removed we need to get into the closet Also need the beds to be separated Okay we will be right there they said from down at the front desk very pleasant I explained to the maids that came that we will not be sleeping together during the trip so the beds need to be separated which my nephew and I already were doing Her response was get this lol oh now don t fight your trip just started When she left my nephew said I think she thinks All in all The rooms are nice and the hotel great Location was perfect I recommend the trip If you can afford the larger room go for that and enjoy 
395946,Grosvenor House A JW Marriott Hotel,No Negative, The hotel was wonderful and staff very helpful and professional A big thank you for the surprise 40th birthday signature cheesecake and bottle of wine in our room Would love to return to this hotel one day The bar staff were fabulous and made me the most beautiful cocktail when I couldn t decide on what to drink 
395947,Grosvenor House A JW Marriott Hotel, I wish the hotel was dog friendly then I would be able to spend holiday time there, Very comfortable A great night s sleep Good shower Fantastic breakfast Lovely staff friendly and very efficient
395948,Grosvenor House A JW Marriott Hotel, you would not expect to wait for check in check out in 5 stars hotel rooms are not big but ok for London, great location good hotel to stay for short visit to London
395949,Grosvenor House A JW Marriott Hotel, I didn t particularly liked the food of the room service order at 1 00am It was delivered pretty quick perhaps wasn t so fresh the pasta was badly overcooked and the ceaser salad there was way too much sauce compare how much salad there was shame really as the few lettuce I could test did taste quite fresh We also ordered an hamburger that was slightly better but still for the comparison quality price NO GOOD for me I do have to say that when I checked out I have gently complained to the reception and with much apologies and with no effort they haven t charge me for the ceaser salad and the pasta , I liked the bedroom especially the size of the bed and the shower bath I liked all the staff that was very helpful all the way through outstanding from the concierge to the receptionist 
395950,Grosvenor House A JW Marriott Hotel, They were doing a complete renovation on the 7th floor above the 6th where they placed me Hammers saws ungodly noise Staff was rude when changing Would never recommend this nightmare hotel ,No Positive
395951,Grosvenor House A JW Marriott Hotel, 1 I made my booking through Booking com type Deluxe King Room but I surprised when I checked in that this type of rooms did not exist originally and could not communicate with the management of Booking com Because there is no address to communicate in website 2 Upon check in they gave me a room for disabled people for one night 3 The front disc manager did t come to solve the problem and when I asked for it they told me that it was busy and after that she came , Comfortable and location
395952,Grosvenor House A JW Marriott Hotel, rooms not cleaned on time needs better lighting would have prefered better located room i checked in around 7pm and given probably worsed room i was recommended hotel by Jim Rai he worked previously at grosvener house Jim asked me to pass his regards to Stuart Barry who i think is the current general manager , stayed 4 nights had to ask several times on 2 seperated days in late afternoon to clean my room room was dark dingy room 168 window overlooked a dump building material rubbish dumped out side my room 
395953,Grosvenor House A JW Marriott Hotel, I felt the corridors were just a bit tired looking with some patches of worn carpet the guest room was also a bit old looking and we viewed on to a dull drab back court area had I been there on vacation or a longer stay I would have asked for a move , the flower displays in the foyer were just gorgeous and the staff were friendly and helpful we had afternoon tea and it was good and very nicely presented Breakfast was very good with loads to chose from and our server was great and very helpful 
395954,Grosvenor House A JW Marriott Hotel, free Wifi would have improved my overall stay especially when pay such a high price just for a room also free parking for guests should be included , the food served in the Steakhouse was excellent highly recommend it 
395955,Grosvenor House A JW Marriott Hotel, We booked a twin room and were told on arrival that there were none available After some time and an attempt at trying to get us to spend even more money on an upgraded room or an additional single bed the receptionist told us she had found a superior room with twin beds but it wouldn t be available until later in the day This was fine as we were spending the day in the city On arriving back to the hotel we were given our room keys and excitedly went to the room expecting a superior twin room Instead we got a standard room with one king sized bed I immediately rang down to reception and explained the situation The receptionist sounded surprised that we wanted a twin room and offered to send someone up to split the beds No one arrived for a good half an hour by which time we went in the middle of getting ready for our evening event being held at the hotel We send the member of staff away and asked him to come after 7 00 when we would have vacated the room 10 minutes later a member of housekeeping arrived with bedding for the twin beds we also sent her away asked her to come back later All this inconvenience certainly impacted on our overall experience and left us wondering why we had chosen to stay at a 5 hotel when clearly the service didn t match the rating I m not sure I would recommend the Grosvenor House Hotel to others after our experience , Friendly staff good location
395956,Grosvenor House A JW Marriott Hotel, The food particularly breakfast was truly terrible I have actually had better in a Premier Inn Eggs seemed to be powdered sausages did not taste good pastries were dry coffee tasted like instant Not at all impressed It also took over an hour to serve me cocktails in the Park room I eventually had to get up and ask to be served , An opulent feel Piano in the Park Room was a nice touch 
395957,Grosvenor House A JW Marriott Hotel, I had a Junior suite The bed was only a queen size My brother got a king in his , I loved there shower It felt like you were under a fire hose Great hotel 
395958,Grosvenor House A JW Marriott Hotel, Better level of decoration for a 5 star hotel it was looking a bit tired in our room which was billed as a deluxe double, The staff were just the best and the food although incredibly expensive was fantastic
395959,Grosvenor House A JW Marriott Hotel, the rooms on booking com are not of the regular rooms but rather the executive suites All the other rooms are not renovated and very dated they placed us on a smoking floor although we booked a twin room non smoking no one showed us where the coffee is the Starbucks in the hotel does not taste like Starbucks the wifi is not for free the receptionist did not give us a card for our luggage however later the concierge asked us for the card and gave us a hard time for not having it, It was easy to find a taxi
395960,Grosvenor House A JW Marriott Hotel,No Negative, We were made to feel welcome from the moment we arrived Arriving earlier than anticipated we were allowed access to our room which was a real bonus The staff throughout our stay could not have been friendlier 
395961,Grosvenor House A JW Marriott Hotel, This year we had an issue with the mini bat not opening all visit and despite multiple requests it was never resolved Also the carpets need vacuuming more often , We have stayed here for 6 Christmas visits in a row and it s always been fantastic Staff are friendly and location is amazing 
