,Hotel_Name,Negative_Review,Positive_Review
239945,Hotel Les Bains Paris, Room service let us down I am sorry to say burger ordered asked for well done arrived still mooing sent back 2nd attempt same burger still raw with cold fries Taken off bill kindly , Super location and staff Great bar and super tasty bar snacks 
239946,Hotel Les Bains Paris,No Negative, I used to go clubbing at Les Bains back when it was only a club and one of the trendiest in Paris So I was super excited to explore the new design and VIP feeling of staying there The location cannot be beat if you like walking around old and trendy Paris Staff was nice and responsive The clear disappointement for me was the size of the Classic Room and the price I paid for it The room was so small that my partner and I could not get around the hallway at the same time I constantly knocked my knees when going to the toilet which was in the middle of the bathroom Also you ll need earplugs if you re staying on a weekend as the room overlooks the courtyard where people drink and music plays Just didn t feel the price was justified but it was a good once in a time experience 
239947,Hotel Les Bains Paris, Hotel location is not ideal for Paris unless you plan to stay in the area, Great place professionaly managed Room was prepared earlier as we arrived before noon so thanks for that 
239948,Hotel Les Bains Paris, An all day breakfast menu would have been perfect Amazing pancakes , The staff were extremely helpful and genuinely wanted me to have a good stay and enjoy my time very hospitable Enjoyed chilling by the balcony that overlooks the courtyard as the weather was really nice There was a nice little couch and a coffee table on the corner of my standard room something you don t really expect in a standard room in Pairs it was very nice to hangout with friends in that tiny little corner that somehow fit us all Writing this review makes me want to go back 
239949,Hotel Les Bains Paris, The parfum spread in the hallway was too penetrating , The location of the hotel was ideal for visiting Paris Comfortable room with the necessary luxuries 
239950,Hotel Les Bains Paris, Meal in the Salle a manger was just ok I suppose i maybe expected better , Great beds amazing bathroom and quality cosmetics Friendly and knowledgeable bar staff and good restaurant recommendations from reception 
239951,Hotel Les Bains Paris, Bar closed a little early one night 1230 club downstairs wasn t open wed thurs Breakfast not included , New gorgeous room UNREAL cocktails Good young cool vibe Great design Smells nice 
239952,Hotel Les Bains Paris, Some staff were slow and unfriendly at times Security was unfriendly and almost didn t let us in to the hotel Concierge was helpful but was unclear or unresponsive to enquiries At 500 euros night it was not worth it , Absolutely spotless room beautiful building great design 
239953,Hotel Les Bains Paris, There is a club on the premises and it is LOUD It was so bad that I put on a white noise app to drown out the sound and it still didn t work , Location is great Room amenities are great Beautifully designed and very chic 
239954,Hotel Les Bains Paris, The restaurant is not great I had very over cooked cod , Fabulous looking place great staff with no attitude a rarity in a fashionable hotel The Rooms are lovely and the shower was amazing
239955,Hotel Les Bains Paris, The room was way too small No closet no dresser no desk and no room for suitcases The bathroom was very dark super small without a place to hang wet towels The fire alarm went off for 15mins Thursday night at 4am in the morning with no explanation from the staff we didn t know if the hotel was on fire Given the high expense I d stay somewhere else next time in Paris , The hotel is very pretty trendy The room was very high design As is the staff attractive cute and all very helpful Location was good 
239956,Hotel Les Bains Paris, The layout of the rooms can be a bit confusion but hey it s a retrofit , Very comfortable and chic hotel with a good bar atmosphere and friendly and attractive staff After so many standard format boutique hotels this one reinvents the formula and reminds me of why the genre is fun 
239957,Hotel Les Bains Paris, House keeping was too late and slow,No Positive
239958,Hotel Les Bains Paris, We booked this hotel to go to their famous night club it was not open, Food
239959,Hotel Les Bains Paris,No Negative, Style helpful staff mood makes you love Paris even if you don t like people from paris
239960,Hotel Les Bains Paris, Staying with a lover, One of the best hotels in the world
239961,Hotel Les Bains Paris, Service at the bar , Amazing bed 
239962,Hotel Les Bains Paris, Having to leave, Decor staff location
239963,Hotel Les Bains Paris, Housekeeping carts always in hall Minimal common space, Design and style Room functionality and natural light
239964,Hotel Les Bains Paris, No info on the pool on the website, very friendly and efficient staff Excellent amenities and equipment in the rooms
239965,Hotel Les Bains Paris,No Negative, Staff were extraordinary Friendly helpful fun Hotel and room design is beyond perfect 
239966,Hotel Les Bains Paris,No Negative, Beautiful interior so many gorgeous details Spacious room great layout
239967,Hotel Les Bains Paris,No Negative, Great location
239968,Hotel Les Bains Paris,No Negative, Bed is super comfy All the amenities are great and the concierge always looks after me 
239969,Hotel Les Bains Paris, Concierge guy was hopeless, Front Desk guy was fantastic
239970,Hotel Les Bains Paris,No Negative, best personal luxury service genuinly nice
239971,Hotel Les Bains Paris,No Negative, elegantly cool and that s how i like it 
239972,Hotel Les Bains Paris, Breakfast a la carte limited choice, Staff rooms
239973,Hotel Les Bains Paris,No Negative, Very friendly staff Great concierge Very clean and the hotel smells really nice 
239974,Hotel Les Bains Paris,No Negative, Very helpful staff hotel in perfect location great rooms an extremely pleasant experience 
239975,Hotel Les Bains Paris, Having to leave , Ultra cool and super accommodating Best hotel in Paris for sure
239976,Hotel Les Bains Paris, too expensive small room, atmosphere new clean chic trendy location
239977,Hotel Les Bains Paris,No Negative, Style comfort and staff
239978,Hotel Les Bains Paris,No Negative, The professionalism of the staff 
239979,Hotel Les Bains Paris,No Negative, Staff was friendly and professional Concierge made excellent restaurant choices Hotel Restaurant was trendy with great food 
