,Hotel_Name,Negative_Review,Positive_Review
162238,Mercure Paris Porte De Versailles Expo,No Negative, Assistance team at the restaurant during breakfast was less professional than expected hardfor them to catch the order right from other side the food served for dinner was not the one orderd 
162239,Mercure Paris Porte De Versailles Expo, staff very rude rooms very dated and old room temperature far too hot not able to switch on the air bathrooms very dated and not very clean was locked during 30 minutes in the room as the door handle broke Will not return to this hotel, good breakfast
162240,Mercure Paris Porte De Versailles Expo, Be careful don t expect accumulating points on your Accor account if you go thru booking com you cannot get your point in a way you have to pay more in order to earn them not worth it , good location quiet very nice restaurant and facilities employees are very helpful and happy to help you 
162241,Mercure Paris Porte De Versailles Expo, Room doors could use paintings , The Staffing from beginning to end Specially Nicholas he was very great Spoke excellent English Nicholas gave me and my group of friends outstanding customer service 
162242,Mercure Paris Porte De Versailles Expo, Regular rooms only had small paper cups for tea or coffee Tub was too high to step in out safely Could not use tub as the closure didn t work so had to shower Price of breakfast on the high side when self serve , Pillows were so comfortable Staff was more than helpful very pleasant Will return just because of that Food was very good 
162243,Mercure Paris Porte De Versailles Expo, Supposed clean coffee cup in room had a dirty tissue in it when we arrived and despite asking reception to get it sorted nothing was done when we returned several hours later Bar service also provided the wrong more expensive wine then said it was what we had ordered but bill showed it wasn t Service was erratic and slow at bar as well , Central atrium with bar and car to drool over Comfy room 
162244,Mercure Paris Porte De Versailles Expo,No Negative, Arrived late the staff was really welcoming and friendly Nice bedroom with coffee and tea The room was a good size and really clean Nice view from the room and really quiet 
162245,Mercure Paris Porte De Versailles Expo, My only complaint if I must have one is that the fabric on the chairs in the room was stained thus appearing dirty But the cleanliness of the room was stellar , If you are attending a conference at the Expo the location cannot be beat Also it is near Metro stations so it s easy to hop on a train and zip around the city I had a gorgeous view of the Eiffel Tower from my window The restaurant had a good offered good of dishes that were delicious And breakfast was excellent something for everyone I could not have been happier with my stay 
162246,Mercure Paris Porte De Versailles Expo,No Negative, It was the perfect location to attend a fair at Porte de Versaille The staff at the reception was friendly and helpful especially when we needed a taxi or inqured for a restaurant nearby 
162247,Mercure Paris Porte De Versailles Expo, Staff kept refusing to give me a fork when I would ask I d literally ask for a fork to eat a pastry I had purchased and was told no repeatedly Obviously I pressed and received the fork which makes the entire ordeal even more noisome ,No Positive
162248,Mercure Paris Porte De Versailles Expo, On the Murcure website for this hotel there is a clear image of a pool and spa After we arrived it was explained to us there was no pool or spa onsite We showed the images to the reception staff and they were confused also as they agreed it appeared to have a pool from the images however did not exist , The cleanliness of the hotel was fantastic The rooms albeit a little basic for the price were clean and perfectly adequate for a couple night stay Food was lovely and staff friendly 
162249,Mercure Paris Porte De Versailles Expo,No Negative, First of all it was very clean and the room conformable They made a surprise to me bu upgrading my room to apologies which was very satisfying and made me so happy 
162250,Mercure Paris Porte De Versailles Expo, Breakfast quite poor for which concern sweet features Croissants not at the top of the range and on top 18 90 for a breakfats Good restaurant but can improve ratio price quality same quality at better price a pint of beer on draught at more than 9 00 speaking about Heineken or Afflighem not a special trappist sounds too much expensive, Location very close 500 mt walking from Paris expo Porte de Versailles Despite hotel is looking over the Pheriperique acoustinc insulation is quite good no any noise in the room Pretty good restaurant
162251,Mercure Paris Porte De Versailles Expo, No slippers 4 stars hotel usally provides them Bed not particularly good Room old smelled like smoke nothing to do with modern rooms showed in the advertisement ,No Positive
162252,Mercure Paris Porte De Versailles Expo,No Negative, Hotel is lovely Staff very helpful and friendly Shop in hotel very handy and the bar is open till late Would recommend to a friend and would stay here again Clean tidy smart hotel great stay 
