,Hotel_Name,Negative_Review,Positive_Review
287935,The Westbury A Luxury Collection Hotel Mayfair London, There has been some partial renovation going on during daytime There could be some disturbing noise for rooms nearby Apart from that everything was excellent , Perfect facilities with good shopping locations 
287936,The Westbury A Luxury Collection Hotel Mayfair London, Breakfast was extemely poor food quality just wasn t there and vastly over priced Basic room amenities shower cap plug adapters etc were not readily available No drinking water in the room not even for purchase internet connectivity was not included in the room price and was on a pay as you go basis service once connected was extremely slow warned of this by the hotel staff this property is in no way a luxury property embarrassing to advertise itself as such we would not recommend or re book , the location in the centre of Mayfair is terrific and the staff in the Polo Lounge hotel bar were very friendly and accommodating 
287937,The Westbury A Luxury Collection Hotel Mayfair London, Staff was generally very unfriendly and miserable at reception with exception of consierge which was kind even tho I asked for an early check in weeks in advance the room was given to me at 4pm The size is so small decor dated and not fresh and room are facing a little street full of rubbish bins Products in the room were never refilled no espresso machine no complementary bottle of water in the room when I asked for it they said it was only for best costumer no spa I just think when you pay this amount for a room you should receive a service that matches your expectation , Location was wonderful but I really don t get how this hotel is a 5 especially part of Luxury collection 
287938,The Westbury A Luxury Collection Hotel Mayfair London, It s a shame there is no spa but that is about it , Great location and friendly staff The Alyn Williams restaurant is a must for me whenever I visit Great for and great wine 
287939,The Westbury A Luxury Collection Hotel Mayfair London, We could not get the television to work the instructions were not that clear, the service and attention from all the staff was second to none very impressed
287940,The Westbury A Luxury Collection Hotel Mayfair London, No free wifi, We have been staying at the westbury for a few years now and it gets better every time We had an upgrade to one of the newly refurbished rooms on our latest trip and it was beautiful Great staff very friendly especially the guys who stand at the doors to welcome you to the hotel 
287941,The Westbury A Luxury Collection Hotel Mayfair London, Nothing , superb beds with comforters rooms could be larger but general manager upgraded me compliments of the hotel Absolutely nothing was too much trouble for the staff It is without doubt the best service I have ever had at ANY hotel 
287942,The Westbury A Luxury Collection Hotel Mayfair London, WIFI not included in the Booking com booking I asked for a quiet room it was just next to the air conditioning units Breakfast is not very exciting no yoghurt or fruit on cereal bar set up its extra bread is sliced no sourdough or interesting cereals Come on Westbury raise your game not everyone wants a basket of croissants , When we asked to be moved to another room this was executed without fuss and very efficiently 
287943,The Westbury A Luxury Collection Hotel Mayfair London, Wi fi charges are ridiculous in 2017 for a so called premium 5 hotel I missed this point when booking the hotel as if i had seen it I definitely would NOT have booked Small bathrooms out dated Air con heating system Room was cold despite heating on MAX setting , Location that s the only thing going for this hotel 
287944,The Westbury A Luxury Collection Hotel Mayfair London, Bed was hard and housekeeping did not resolve Tv controller did not work Mix up with room service on tea order Would prefer in room tea facilities so that water can be boiling and tea hot, Had one feather pillow which was lovely and soft 2 would have been nice
287945,The Westbury A Luxury Collection Hotel Mayfair London, gym was not good at all Extremely small Used Fitness first gym which was in walking distance Size of the room was small but its London , Location is fantastic great restaurants all around Great staff and very good decor 
287946,The Westbury A Luxury Collection Hotel Mayfair London, Bathrooms still too small No tea coffee making facilities in the room, All staff charming and very helpful Refurbished rooms very nice although a little dark Location excellent 
287947,The Westbury A Luxury Collection Hotel Mayfair London, The majority of staff good the desk staff helpful doorman excellent very abrupt and unpleasant female manager in restaurant Would not go again would not expect staff like that in a 5 star hotel , Very comfortable bed spacious room 
287948,The Westbury A Luxury Collection Hotel Mayfair London, Wifi price is absurd even for a hotel of this category Pricey breakfast too but there are many alternative places nearby A few electric plugs outlets close to the bed would be nice , Great location and friendly welcome Staff is very helpful rooms are comfortable and well furnished Ours was recently refurbished so just perfect 
287949,The Westbury A Luxury Collection Hotel Mayfair London, We had booked two rooms Both the rooms were really old The bathrooms had cracked tiles Didn t make me feel comfortable staying in a hotel like that, Liked the situation and the staff
287950,The Westbury A Luxury Collection Hotel Mayfair London, Should have tea coffee making facilities in the room When booking a Deluxe room one would expect complimentary WIFI and water at the least WIFI is complimentary in most hotels these days and in 5 star hotels one fines that water is also complimentary Most 5 star hotels also have coffee machines , The room had nice view over Bond Street The renovation is nice the bathrooms are much nicer than before though still on the small side The staff are also very polite and helpful The location for me is superb hence why I continue to stay at the hotel despite the shortfalls mentioned 
