,Hotel_Name,Negative_Review,Positive_Review
426102,Austria Trend Hotel Rathauspark Wien, No tea or coffee making facilities in room Just one small disappointment my daughter and I arranged with the front desk staff to order a taxi to take us to the airport after asking for an estimate of how much the fare would be We ended up with a hotel transfer by van which became clear on the receipt we received at the end of the journey and which was double what we expected to pay Happily the hotel have met the difference in cost between the two fares They have been very pleasant to deal with over this issue Suggest that travellers make themselves aware of the difference between the two options and check as to what they are getting , Location was excellent easy to walk to all major attractions in Vienna and very quiet Friendly and helpful staff very clean air conditioning comfortable beds adequate sized room good bathroom facilities Plenty of lovely cafes and restaurants nearby Lovely building and lovely ambience Would recommend 
426103,Austria Trend Hotel Rathauspark Wien, The flusher for the toilet was falling off the wall of our bathroom but we were able to deal with it every time One morning someone came to clean the room at 8 30am or so and it was fine but we were woken up by it and it was just a bit too early , The room was fairly basic but considering the value and location it was more than enough We were really only sleeping there we didn t spend much time in the hotel The bathroom was small but it was clean Solid wifi for the time we did spend there too 
426104,Austria Trend Hotel Rathauspark Wien, Avoid the 6th floor if you want to sleep at all during the night The AC settings cannot be changed without the AC starting to beep and buzz and vibrate at very short and irregular intervals Also avoid the night time receptionist an older gentlemen because all he will tell you is that it is your own fault if you have an early departure time and that nothing can be done which is not what you want to hear after a day that started at 5am was full of meetings and knowing very well you need to get up at 5am again no matter how little you have slept , Even though I arrived early the receptionist gave me one of the first available rooms so I could head to my meetings and appointments without a suitcase in tow 
426105,Austria Trend Hotel Rathauspark Wien, We booked for 3 people but only 1 bed in the room The communication was difficult to get an extra bed They happily got us a bed but I m not sure this is common , Great position we were offered upgraded rooms that were renovated and a little larger for not too much more Quiet location You can park in the street for free on weekends Only 5 mins walk through the parks to the centre of old town vienna We only had 1 day in vienna so a perfect spot to explore the city from 
426106,Austria Trend Hotel Rathauspark Wien, Nothing , The Reception Staff were excellent Extremely helpful and pleasant Everytime we had a question or query they did all they could to help Well Done The location of the hotel was ideal for us and very close to everything we wanted The hotel was very clean and all staff were very pleasant 
426107,Austria Trend Hotel Rathauspark Wien, There were no tea and coffee making facilities in the room but staff were happy to provide us with hot water when we requested it , Staff were extremely friendly and helpful Breakfast staff were very helpful in providing gluten free options at breakfast there were a number of different types of bread offered The hotel was clean and very quiet and had excellent air conditioning It is well located close to public transport and there are some wonderful restaurants nearby 
426108,Austria Trend Hotel Rathauspark Wien,No Negative, We stayed in an executive room as I am a lady of a certain age was very pleased to see a magnifed make up mirror Lovely clean hotel pleasant and helpful staff Really good choices at breakfast Comfy pillows Great location near to underground and easy walking to city centre 
426109,Austria Trend Hotel Rathauspark Wien,No Negative, great experience very nice location beautiful hotel with such an interesting history of the building do ask the hotel manager about it loved the surrounding would definitely stay their again if i get a chance 
426110,Austria Trend Hotel Rathauspark Wien, Don t have limousine service from city center , Modern well furnished easy parking possibility close to main museums silent area widely variated breakfast according to an European hotel
426111,Austria Trend Hotel Rathauspark Wien, I booked a single room Upon arrival I was offered an upgrade for a fee I declined the offer turned out I got the upgrade anyway They obviously did not have the simple room I booked and tried to get some money extra I found that quite cheap behaviour In the room was a note that if I wanted a coffe tea maker I would only need to inform the front desk and they would bring it So the next day I asked for one Turned out they charged 10 Euro a day for it because I had not booked that specific level of room So first I was given an upgrade I didn t ask for then I had to oay additional for a service that came for free to the room Bad policy Last but not least there s only 1 slow elevator in the hotel At rush hour in the morning people wait for ever Have a room on the 1st or 2nd floor if you Want to avoid that nuisance , Location nesr Rathaus
