,Hotel_Name,Negative_Review,Positive_Review
303413,Palazzo Parigi Hotel Grand Spa Milano, The only thing I didn t like was the service at the hotels restaurant On Sunday morning at the breakfast we didn t get any attention from staff which is not normal for the hotel of this level When we were leaving we decided to have a drink before going to the airport so we didn t have much time We waited for 15 min and it turned out that they forgot about our order Restaurant is the weak point , I loved the attention from staff The service is just perfect I would like to thank concierges Bruno Federico they truly made us feel at home With my husband we travelled to Milan to celebrate our wedding anniversary and in the first evening we found the cake champagne and the bathroom with rose petals it was really attentive from the hotel In Milan I felt badly after my flight and Bruno called to local doctor After that he perfectly organized everything from dinner to cigars that made our stay perfect Grazie Bruno The room and the bathroom were very good to with balcony and the view The breakfast was also good with variety of hot dishes fresh fruit and cheese 
303414,Palazzo Parigi Hotel Grand Spa Milano, Everything was just helpful, Staff were lovely and very welcoming My favorite concierge ever Bruno he was very professional polite and helpful 
303415,Palazzo Parigi Hotel Grand Spa Milano, A bit overpriced especially the food, Fantastic amiable and willing staff Quality is everywhere Impeccable service The gardens of the property and the grandeur of the space right in the center of the heart of Milan make this experience an amazing one 
303416,Palazzo Parigi Hotel Grand Spa Milano,No Negative, We stayed here for my sister s bridal shower in June We have booked treatments at the Grand Spa and arranged a bridal brunch at their Winter Garden The staff was very accomodating and made sure we had everything we needed and more 
303417,Palazzo Parigi Hotel Grand Spa Milano,No Negative, Everything about the hotel and area It was our 25th wedding anniversary and when we arrived to our beautiful corner suite cake and champagne were waiting 
303418,Palazzo Parigi Hotel Grand Spa Milano,No Negative, Every aspect of our stay was wonderful the breakfasts in quality and presentation out of a fairytale We also had an amazing dinner in their restaurant The overall ambiance of Palazzo Parigi was lovely every area beautifully tastefully decorated The staff was cordial smiling solicitous friendly exceptional service We felt very comfortable during our stay very good location 
303419,Palazzo Parigi Hotel Grand Spa Milano, n a, What a wonderful little escape for me The hotel is amazing Staff is as well in tune to guests needs and comfort I can t wait to get back and be held captive by that delicious bed again 
303420,Palazzo Parigi Hotel Grand Spa Milano,No Negative, The staff were absolutely fantastic Going the extra mile for every request whether it be off menu room service delivery concierge services such as the booking of train and opera tickets and general helpfulness The service and politeness of the staff really stood a foot above the rest 
303421,Palazzo Parigi Hotel Grand Spa Milano,No Negative, The room is spacious and delicately decorated And as we are in our honeymoon the hotel provided us lovely strawberry chocolate dip and champagne The service here is qualified for a 5 star hotel and will definitely come back again 
303422,Palazzo Parigi Hotel Grand Spa Milano, If we have more pilows or cushions would be perfect Also would be nice to have tea and coffee facilities in the room , Fantastic location frendly staff great bar 
303423,Palazzo Parigi Hotel Grand Spa Milano, Didn t like that breakfast wasn t included in the cost , Our beautiful room was on the 7th floor with a lovely balcony and view The blackout button is tremendous shutters come down and provide soundproofing along with being pitch black at any time of day The cocktails are expensive but they fed us the whole time we drank so that evens it out plus they look and taste amazing 
303424,Palazzo Parigi Hotel Grand Spa Milano,No Negative, Looks exactly like the pictures online beautiful hotel The customer service was absolutely amazing Reception staff specially I stayed for two nights and didn t realise during the cleaning my concealer had broken To my surprise while I went for a swim the staff had went out to buy exactly the same product amazing 
303425,Palazzo Parigi Hotel Grand Spa Milano,No Negative, Everything especially the brilliant suggestions and help on where to eat which we would never have found or known about on our own Also being able to eat delicious food in the hotel in the evenings We loved it all THANK YOU
303426,Palazzo Parigi Hotel Grand Spa Milano, For the price we paid per night it would have been nice if breakfast was included in the room rate , The location of the hotel is excellent Walking distance from all the major attractions and shopping district 
303427,Palazzo Parigi Hotel Grand Spa Milano, No tea or coffee making facilities in the room Buffet breakfast also limited hot drinks 1 cup for 25 and 2 cup for 40 This limiting approach was stingy and inhospitable , Very comfortable bed elegant and calm decor 
