,Hotel_Name,Negative_Review,Positive_Review
250701,La Maison Champs Elys es, Nothing is bad except I lost my ring at my room and the room service couldn t find it , The hotel location is great the breakfast is delicious I like the hotel reception the room TV has a package of downloaded movies with multi subtitles 
250702,La Maison Champs Elys es, The staff was very unfriendly at the reception I was waiting 45 minutes to check in and the room i have received was terrible I asked for quite room and i received room close to elevators and close to the staff room when at 8 am the only thing i have heard was people chatting Very disappointing experience , The location of the hotel is very good 
250703,La Maison Champs Elys es, Beds was not comfortable the room was not sound proof In a middle of night there was loud construction noise coming from upstairs , Location Cleanness Staff
250704,La Maison Champs Elys es, No complaints at all , Everything I d suggest getting breakfast included The staff are really good and are always happy to help We ll definitely be back for a third time in a few years 
250705,La Maison Champs Elys es,No Negative, Beautiful hotel room was a little bit basic in comparison to photographs but still really nice staff are really friendly and helpful the hotel is in a great location and overall we had a fantastic stay
250706,La Maison Champs Elys es, Better to change the automatic shoe cleaner near elevators it damaged my suede leather booties , Thanks a lot to all the staff on the reception in the bar and restaurant portiers and etc all of them are very friendly and helpful but not officious Croissants were crackly and tasty the bad was soft 
250707,La Maison Champs Elys es, The Apple TV in our first room didn t work but the staff did upgrade us to a bigger room at no extra cost , The staff were fantastic very helpful and courteous The location was perfect for the Champs Elysee and parking on the street outside was easy abd relatively cheap for being in the centre of the city The breakfast was very very good 
250708,La Maison Champs Elys es,No Negative, Beautiful hotel The staff here are extremely friendly polite and helpful The breakfast was very pleasant with the best croissants The beds were super comfy as were the pillows Just what was needed after a long day trekking the streets of Paris The hotel is in a perfect location to get around on either foot or by the metro 
250709,La Maison Champs Elys es, I did not like to stay only 2 days , I loved everything but I have to underline the staff they are very sensitive always there for you and the deco simple and amazing 
250710,La Maison Champs Elys es, Bad room looking forward to a hot bath afer a very cold day sightseeing Bath plug leaked and would not seal Complained immediately to reception who sent a handyman to try to fix disturbing us No bath When we went out for the evening and came back at about 11 pm Receptionist suggested we might like to use a bath in another room We complained when checking out next morning and asked for a reduction and were informed this was not possible as the room was booked through Booking com , Decor was good
250711,La Maison Champs Elys es, Rooms could have been a bit bigger for the price and the hotel s description They weren t small just a bit on the cosy side Room facilities also weren t special , Staff were exceptional Location was perfect Price was very reasonable for the location Did I mention the staff 
250712,La Maison Champs Elys es, I felt like I was in the Siberian annex with a strange passageway to get to elevator Also they closed their restaurant bar on a Friday holiday which seemed weird since it s a hotel Most everything else in Paris was open Rooms a little too minimal zero on the walls and bathroom didn t even have a towel rack so I couldn t be very earth friendly with wet towels Its not the end of the world but those little things count at their price point and for those who travel a lot , Very comfortable hotel and room with large bathroom Bed was super comfortable with great linens Very quiet with nice back view Staff is friendly and very helpful Great location if you need to be near Grand Palais etc Very chic attractive place I ll stay there again 
250713,La Maison Champs Elys es, I didn t like the decor black grey and white , I like the quiet location of the hotel Very nice buffet breakfast The service is excellent The staff are superb particularly Benjamin and Alexandre They are very helpful and patient and do all their best to make you have a pleasant stay Next time I go to Paris I will definitely choose to stay at La Maison Champs Elysees I am pleased to recommend this hotel 
250714,La Maison Champs Elys es,No Negative, Services provided by hotel staffs are professional level as I expected from this hotel which induced our high comfort level during our stay Also a small item such as shoe polish machine in front of elevator indicated that the hotel provided a consideration to customers since Paris had soil roads in some areas It was very useful We are very satisfied 
250715,La Maison Champs Elys es,No Negative, Spectacular staff The location and the staff are two major value added elements of this hotel Over all we were very satisfied with our stay Its a definite come back 
250716,La Maison Champs Elys es, The buffet for breakfast but it was good , The room was very nice and had a lot of unique style Te reception is nice as well The reception girl was soooo kind and helpful All the staff were great The bed very confortable and big 
250717,La Maison Champs Elys es, Is definitely not a 5 star hotel Room is oldish and you hear the noises from the neighbors Honestly it has a standard of a Novotel Said that is clean and if you get it for a good rate not more than 200 euros is worth it , Staff was great and the design of the lobby very spectacular
250718,La Maison Champs Elys es, The staff forced me to take a suite because we were 2 adults and one kid And didn t accept to let me take the room I reserved I had to payed extra money for that The staff never changed a used cup or any dirty mug during my stay, I liked its location and interior design
