,Hotel_Name,Negative_Review,Positive_Review
221503,AC Hotel Paris Porte Maillot by Marriott, It was a little off the beaten track Breakfast was not included which we were sure it was , The rooms where excellent everything clean and in working order BBC in english on T V Staff bery helpful and pleasant 
221504,AC Hotel Paris Porte Maillot by Marriott,No Negative, Great hotel perfectly located if you are going to a meeting in the Palais de Congress which is If your main purpose is sightseeing in Paris then its a little far out although the Metro line M1 stops at Porte Maillot and is fast to the centre The staff and facilities were excellent overall
221505,AC Hotel Paris Porte Maillot by Marriott, Scrambled eggs and bacon was cold on one morning The water drained so slow from the shower that the water ended up spilling on to the bathroom floor , Comfy bed Friendly staff 
221506,AC Hotel Paris Porte Maillot by Marriott, I loved it all , I liked everything was in there To start with receptionist named Madisson I m not good with names and her colleague a girl They two were very friendly helpful and all smiles Biggest bonus of our stay was the guy in the bar also catering mgr Many thanks to him and respect to house keeping staff of the 3rd floor The hotel is surrounded by many cafes and restaurants barbershop cleaning services pharmacy and other clothing and gift shops Across the street there are Maillout shopping mall mega one metro station rental cars bars and prestigious restaurants Everything you need is just steps away Metro station takes wherever you want to be so you don t need a car In case you prefer rides uber drivers are driving around all the time Hotel itself was up to the great expectations and the high review score 
221507,AC Hotel Paris Porte Maillot by Marriott, cleaning woman was so horrible and annoying I was packaging and did not speak French One cleaning woman knocked the door and directly came inside my room and shouted to me Then she behavioured so shockek so unhappy and could not stop loudly speaking French near me I donot understand anything and just smile and tell her i donot understand Then she went to pick the phone near the bed to call the reception or somewhere then back near me endless talking then show me the time and left the room Too horrible I lost my face cleaning form in hotel When i checked out tge reception mentioned a city tax 30euros Which nobody told me when i checked in and lived there The first day bathroom room water could not go down then someone fixed it after complained Ganz fuchtbar , Bar area girl is nice 
221508,AC Hotel Paris Porte Maillot by Marriott, Very basic coffee equipment in room paper cups wooden sticks Proper cups spoons enough coffee sachets milk sugar would be preferable to papercups Bed linen not changed in 5 nights, Excellent comfortable beds lovely linen beautiful bathroom overall great ambience wonderful views friendly helpful staff great location great breakfast 
221509,AC Hotel Paris Porte Maillot by Marriott, Price level No pool , New and nicely designed hotel and rooms Very good location close to the inner ring road and Palais des Congres Cheap parking Smart solution for people who have a light breakfast choice between small and large with big price difference Well trained and friendly staff 
221510,AC Hotel Paris Porte Maillot by Marriott, The roomservice is not so ggod they have very little things and what is on the menu for roomservice is not available Breakfast is every day the same there is no variation, I have been here already several times because of the perfect location and the private parking option
221511,AC Hotel Paris Porte Maillot by Marriott, Too far from city center Staff didn t give great directions to get to closest Metro station , Room was clean and very comfortable Pillows were great Front DeskStaff was helpful 
221512,AC Hotel Paris Porte Maillot by Marriott, staff was not very friendly and location not great not much happening in the immediate surroundings , The room was clean and comfortable Breakfast was very nice but a bit expensive 
221513,AC Hotel Paris Porte Maillot by Marriott, Breakfast was not included and was quite expensive , The hotel staff was very helpful and was able to point us to many fun activities as well as purchase our tickets 
221514,AC Hotel Paris Porte Maillot by Marriott, Nothing , Stayed here for a long weekend having entered the Paris marathon We like walking so happy that hotel is not as close as others to some key attractions areas However there is a metro station very near by and we also utilised this What set this hotel apart for me was the genuine helpfulness of the staff Every request was met with excellent local knowledge and they were only too happy to get a map out and help All advice given was spot on I can genuinely say the staff here were the friendliest hotel staff I have ever met Whether this was down to the individuals concerned or the management of the hotel I don t know and really it doesn t matter but well done One important point is that if travelling from CDG airport the airport bus takes you to a stop over the road from the hotel We didn t know this in advance but very handy if coming into Paris from the airport Would gladly stay again 
221515,AC Hotel Paris Porte Maillot by Marriott,No Negative, 1 minutes walking distance from airport bus station Metro station is around 5 minutes walking distance from the hotel line 1 which is connected to other attraction stations in Paris If you like to walk Champs lys es Arc de Triomphe are around 20 minutes walking distance from the hotel 
221516,AC Hotel Paris Porte Maillot by Marriott, The air conditioning was not working properly so it was so hot in the room we could not sleep during the night Also for two of us staying in the room only one set of toiletries was provided, Very convenient location of the hotel metro station just in 5 minutes walk plenty of cafes and restaurants around Personnel is friendly and helpful Our room was spacious and quiet 
221517,AC Hotel Paris Porte Maillot by Marriott, The lifts in the morning get very busy as it is a business hotel They have plastic cups so you can take your tea and coffe on the go from your room but if you use them then you have no cups in the room to make a coffee or tea The snacks in the lobby are not good quality I tried a goat cheese sandwich and it was watery and not tasty , The staff were very welcoming The room was clean and the bed comfortable 
221518,AC Hotel Paris Porte Maillot by Marriott, Rooms were a little small for their price No daily complimentary bottled water only once upon arrival Breakfast could use more hot food choices Reception desk has only two lines can get crowded during check in check out times be prepared to wait , Rooms were comfy clean Within walking distance to Porte Maillot train station Helpful staff went out of their way to arrange airport transfer for us when the hotel car was unavailable 
221519,AC Hotel Paris Porte Maillot by Marriott, Drinking water was not replenished daily The kitchen was closed during our stay so their restaurant and bar were not able to supply any hot food during the day , The hotel is convinently located near Porte Maillot about 10 minutes walk from the subway station and surrounded by a lot of nice restaurants The neighbourhood is much safer than the northern part of the city Hotel staff are nice and helpful It was very kind of them to keep my tax refund documents which I left at the lobby and saved me from any possible loss 
221520,AC Hotel Paris Porte Maillot by Marriott, That there was no restaurant in the real meaning Price should include the breakfast , It was good to upgrade my room in my last visit They were very responsive to any request The room was perfect 
