,Hotel_Name,Negative_Review,Positive_Review
342079,Steigenberger Hotel Herrenhof,No Negative, the best location in Vienna beautiful hotel excellent services awesome breakfast everything was in a walking distance because of the hotel our trip to vienna was awesome 
342080,Steigenberger Hotel Herrenhof, 1 Costly for small room 2 I did not like that when we arrived and during check in I paid for the breakfast for the two nights In the morning I was sick and did not go for the breakfast My husband went alone but he informed the staff that I am sick and can t eat breakfast and requested for yoghurt and tea to the room when we were checking out I found that they have charged the breakfast for two persons and also the room service We explained to them and tried to request them to consider either one even if they charge the breakfast which was expensive But they said breakfast is nonrefundable and they claimed that they only charged the delivery for the room service Again don t know why it is not a big deal for this small case but they could manage it better so we an appraise and give good comment about the hotel , Location
342081,Steigenberger Hotel Herrenhof, Nothing, Excellent hotel Very good and polite staff Room was very comfortable and quite Everything was superb I will come back here for sure Dear hotel staff thank you again for your hospitality 
342082,Steigenberger Hotel Herrenhof, The opening hours on the spa could be a bit longer , Steigenberg Hotel Herrenhof is a beautiful hotel with an excellent location just a few minutes walk away from Hofburg Palace and Stephansplatz The U bahn station Herrenhof was just around the corner which was very convenient 
342083,Steigenberger Hotel Herrenhof,No Negative, We arrived really late at night and despite the hour our room was upgraded the little perks in the room made our so much desired rest a great experience Beautiful room beautiful views Everything was great
342084,Steigenberger Hotel Herrenhof,No Negative, Food excellent good bar area with the staff being very friendly The hotel is in a great location for sightseeing in Vienna Overall a very good trip in a good hotel 
342085,Steigenberger Hotel Herrenhof,No Negative, Very good breakfast Mini bar contents were complimentary for the stay Room comfortable and felt at home Close to local mini market Close to many attractions Staff helpful and supportive 
342086,Steigenberger Hotel Herrenhof, I mistakenly booked the room rate without breakfast and was happy to receive an email prior to our arrival giving me the option to add breakfast for 29 person room Not cheap but we wanted to enjoy their breakfast buffet so I booked the upgrade When we checked in I found out that one can add breakfast for 20 room nigh For a family of 4 that s a 36 difference per might This was an unpleasant and frustrating experience since the booking through booking com could not be undone The email one receives offering upgrades makes it look as if it came from Steigenberger directly when in fact it comes from booking com That s almost deceiving Lesson learned on this trip booking com rates are almost always worse than booking directly with the hotel Another issue we encountered not only but also at the Steigenberger although rooms with twin beds were specifically offered and one reason why we decided to book a certain hotel over another that wouldn t offer seperate twin beds we never got the separate beds we requested but ended up with one king or queen I have a feeling that this would also be handled better if done directly with the hotel Last but not least our room was on the small side and almost a bit claustrophobic Our kids had a slightly larger room which seemed more airy and comfortable , Excellent location excellent staff very nice and rich breakfast buffet Quiet rooms 
342087,Steigenberger Hotel Herrenhof,No Negative, The staff are very friendly and helpful They are willing to go the extra mile to help The hotel location is super convenient It is close to all the important visiting sites and museums Will definitely stay again if I come back to Vienna 
342088,Steigenberger Hotel Herrenhof, The price of the breakfast was high 29 euro for an average eater and the daily parking cost was high in my opinion 40 euro There was a park house close there people may check the costs or look for a parking place before their travel , The location was good and the room was clean The breakfast was various and the network was strong enough we were at the 2 floor 
