,Hotel_Name,Negative_Review,Positive_Review
244063,Shaftesbury Metropolis London Hyde Park, Room was too small No fridge in room Little space in closet provided , Friendly staff Some things I forgot in room were found and posted to me in Germany Mostly efficient helpful and polite 
244064,Shaftesbury Metropolis London Hyde Park, We arrive around 4 pm the room not ready and they gave us room not in condition and not the same what we book Next day they shift us to other room but also the Ac not working and they brought to us split AC unit with wire aroun the room not safe Other room bad AC water coming from the roof no one care Cleaning room just when you ask And no one follows the signs to clean the room, Nothing
244065,Shaftesbury Metropolis London Hyde Park, Its generally a good hotel but I think could be better I just have some feedback and suggestions would be nice to have water bottles provided with tea and coffee facilities cleaning staff do not always replace tea bags and toiletories some international TV satellite channels would be nice and specifically for kids like cartoon network hotel blocked 1 night pay 2 days before arrival and I have free cancellation up to 24 hours before arrival and payment details were pay on arrival I did not like that , great location staff helpful and friendly handy phone with free calls and internet was great AC in room 
244066,Shaftesbury Metropolis London Hyde Park, Receptionist during check in out a little hard work in communication , The room bathroom breakfast overall experience Was a little worried booking this place but mention could we have a shower room and it was our anniversary to them via email when back from theatre opened the door to find bed all made up prosecco in ice bucket chocolates a wonderful surprise 108 a night next to hyde park great value and will use again 
244067,Shaftesbury Metropolis London Hyde Park, Room the size of a shoebox Literally felt like i was sleeping in my suitcase As a result of this and noisy neighbours zero sleep over three nights , Location breakfast cleanliness courteous staff
244068,Shaftesbury Metropolis London Hyde Park, upon arrival we were given an option of a basement room or a tiny room on the 2nd floor as the receptionist had no availability felt like because we booked through booking com they didn t care the bed was tiny not a double bed in between a single and double my boyfriend is 6ft 4 and of a stocky build so we struggled to sleep ,No Positive
244069,Shaftesbury Metropolis London Hyde Park, Building a bit too rambly At the same time this is part of the appeal of the place, Ongoing attention to breakfast buffet by staff They were available to see that guest expectations were met Service and efficiency of all stsff excellent Proximity to Kensington Gardens
244070,Shaftesbury Metropolis London Hyde Park,No Negative, The staff were savvy we encountered some issues with the terminal they were using to charge my card and had to endure some delays While it was a tad frustrating I was pleased to be informed that they had upgraded me following the issue with the terminal Access to Paddington station was exceptionally easy a short walk away on flat ground which was great as well 
244071,Shaftesbury Metropolis London Hyde Park,No Negative, Conveniently located near Paddington Station with easy access to Heathrow Express and Underground Near Oxford Street shopping and easily accessible to Hyde Park 
244072,Shaftesbury Metropolis London Hyde Park, Size of rooms probably because it is in central london, The manger was very much helping and he took good care of us The bathrooms need small repairs there was water getting clogged and was not repaired for is inspite complaining But that was due to weather issues Ther overall services are good enough 
244073,Shaftesbury Metropolis London Hyde Park, The rooms are quite small and with a baby cot it becomes hard to move around compare the room bathroom is big I would rather room to be bigger and a small shower The staff didnt seem to know much about whats going on One night in middle of night the fire alarm went on our baby woke up and she was very scared and crying They made no explanation until I called up and asked and they just said sorry something has gone wrong in the kitchen it was a false alarm Around the hotel is very loud There is a pub opposite the hotel and the noise comes from Street is quite loud It can wake you up and I am usually not bothered about noise When we entered into room there was a portable air condition working on apart from the one installed on the Wall The pipe was going through the window and you need to take the pipe in to be able to close the window We asked this to be removed and asked why they put this into the room They said in hot weathers when everyone is using the air condition air condition is not working well But that makes no sense as the portable one was working only when the window was open Also as the room is already small that was taking a space There were no fridge in the room This are the ones it comes into my mind however It was clean and safe enough to stay with a child I would not stay again though , It was clean and safe enough to stay with a child I would not stay again though 
244074,Shaftesbury Metropolis London Hyde Park, Small bathroom toilet corner is so small that you have to sit to the side Dont use shower gel and shampoo that is in the bathroom its weird oily and I could not clean myself with water properly Or the water is bad , All was ok except the small bathroom
244075,Shaftesbury Metropolis London Hyde Park, My room was a basement internal room with no external window The one window looked out on another room so the curtain had to remain draw and there was very poor air circulation ,No Positive
244076,Shaftesbury Metropolis London Hyde Park, No window in the room I guess it is possible to get a window if you specify in advance Room was very very small so I can imagine it would be an issue for longer stays or if you have too much luggage The hotel is 4 stars but it felt far from that no clue how this rating applies to hotels in London , Staff was very friendly and helpful The bathroom shower was clean and comfortable to use had a normal tap which is good as UK tends to have weird shower facilities I had a nice and relaxing sleep overall that is what I was there for Location is comfortable not too far from Paddington station access to the airport and Hyde park I took a short walk there WiFi connection was reliable
244077,Shaftesbury Metropolis London Hyde Park, It s really hard to think of something I didn t like My only problem was with the AC It didn t have a sleep mode so it was a bit noisy at night But all in all I was lucky the room was air conditioned , I always book hotels around Paddington because it s easily reachable from the airport and you have plenty of options when it comes to the Tube Hyde park is a walking distance alway so is Marble Arch and Oxford Street Hotel staff was very polite and helpful We stayed in a twin room deluxe it was spacious with a fridge a microwave and coffee tea making facilities Bathroom was large as well There was an AC in the room which came in handy as it was one of the hottest weeks in London Room was very clean and towels were changed daily The cleaning lady always made sure we had plenty of coffee and toiletries 
244078,Shaftesbury Metropolis London Hyde Park, Unfortunately after returning to room at 11 30 and going to bed the power supply to the room went off whilst reading Rang reception who said said they knew about it and would be fixed by 8 a m Although offered to move rooms after midnight it was not practical However it was a hot night and then realised the air conditional wouldn t work without power Hence very little sleep Having no light was difficult for the bathroom When checking out expected a partial refund but only a half hearted apology was given Will not use again , Location
244079,Shaftesbury Metropolis London Hyde Park, The room we had was so small more like a room for one person This was the one thing that let it down you couldn t even fully open the bathroom door as the bed was in the way Very poor , There was a good deal on the breakfast so we took it Glad we did as it was very good value well cooked and very helpful staff 
