,Hotel_Name,Negative_Review,Positive_Review
256518,Grosvenor House Suites by Jumeirah Living,No Negative, Excellent service
256519,Grosvenor House Suites by Jumeirah Living, The mini bar and toiletries could be more, How friendly the staff were and the level of comfort
256520,Grosvenor House Suites by Jumeirah Living,No Negative, The helpful and respectful stuff Location
256521,Grosvenor House Suites by Jumeirah Living,No Negative, Everything is perfect The room is big and plenty of space the staffs are really friendly and helpful Great experience during the stay 
256522,Grosvenor House Suites by Jumeirah Living,No Negative, Evry thing
256523,Grosvenor House Suites by Jumeirah Living, Nothing , The staff were marvelous Kind and very attentive Further the hotel was well located close to hide park and oxford street 
256524,Grosvenor House Suites by Jumeirah Living,No Negative, Staff location facilities
256525,Grosvenor House Suites by Jumeirah Living, Smell of food during morning time coming from AC, Excellent and helpful Conceriage
256526,Grosvenor House Suites by Jumeirah Living, The style or the decoration of the hotel, I liked the hotel organisation where the concierge in the ground floor and the reception in the second floor with the apartments I liked the location of the hotel that lies in quite area like parklane and in a middle way between important places like knightsbridge Hyde Park and Oxford Street I liked the facilities and services in the apartment
256527,Grosvenor House Suites by Jumeirah Living,No Negative, The staff were very helpful and cheerful We were made to feel very welcome When we had a couple of things that needed attending to the staff responded very quickly and without fuss 
256528,Grosvenor House Suites by Jumeirah Living, I had not been informed in advance that the hotel takes 100 pounds deposit per night I had to use my personal bank card instead of my business bank card and overdrew it No one even apologised to me for the inconvenience ,No Positive
256529,Grosvenor House Suites by Jumeirah Living, My point was about the cleaner there they didn t change the coverlets everyday , I like everything in the hotel location the staff and concierge 
256530,Grosvenor House Suites by Jumeirah Living, The room service food is very poor we ordered pizza and pasta and it was horrible Using 2 elvators to reach to the room is also annoying, The living room is big but the rooms are too small
256531,Grosvenor House Suites by Jumeirah Living, We had to change the rooms three times due to smell dirt and quality Rooms were disgustingly dirty the house keeping wouldn t clean properly you d just find the bed sheets done that s it the lobby was always full of creeps the quality of people staying there with kids running all over the atrium The concierge would take hours to send our bags to the room after shopping , Nothing
256532,Grosvenor House Suites by Jumeirah Living, There were so many Firstly we had asked ahead for fibre pillows not feather as my husband has an allergy not only did we not get those but later at night when we asked for them we were sent 2 totally ruined bumpy bundles of fibre passing off as pillows I was shocked at the condition of the pillows the houseboy who brought it up said these were the best they had Ultimately we bought 2 pillows from John Lewis which the housekeeping girls will attest to as they saw them in our beds daily when they cleaned the room Secondly the hk cleaning services are very erratic apparently the girls change daily according to them some of the cleaners are really bad We had problems with dirty utensils in spite of my soaking them in soapy water before they came for cleaning inadequate toilet paper room stock of glasses being removed from the room no supply of shower gel each request complaint was given to the hk desk so if they maintain records you ll find it Thirdly you advertise saying satellite tv but what you provide is freeview channels We regularly live in London each year for 4 5 months in the autumn so we know what satellite means Not only that half the channels were not coming we had to complain to Hk they sent Maintenance men several times and the problem only got resolved during the last few days of our stay that too not fully some channels still didn t come and satellite channels never did you don t provide those 4Th the lighting system is bad there is no way you can read in bed either the overhead lights come on very bright scene 1 2 or they are off Also other small irritants there is no bedside tables no dressing table and no power point for the hairdryer in the bathroom I had to sit at the kitchen counter to do my hair daily , Smiling faces and eager to help Concierge staff 
256533,Grosvenor House Suites by Jumeirah Living, Bed comfort, Location and room size
256534,Grosvenor House Suites by Jumeirah Living, Beds provided in rooms are not comfortable, Size of rooms and location and concierge
256535,Grosvenor House Suites by Jumeirah Living,No Negative, i like the location spacious nice view on the park i like to thank mr Divrom he is too Kind
256536,Grosvenor House Suites by Jumeirah Living, Many doors in the toilet, Everything was really good and the staff were really helpful
256537,Grosvenor House Suites by Jumeirah Living,No Negative, It was wonderful stay lovely staff very helpful and professional nice rooms and bathrooms 
256538,Grosvenor House Suites by Jumeirah Living, They are not helpful with the customer,No Positive
256539,Grosvenor House Suites by Jumeirah Living, Bathroom TV programs designer, Location and friendly staffs
256540,Grosvenor House Suites by Jumeirah Living, Nothing, I liked the location room space the whole hotel
256541,Grosvenor House Suites by Jumeirah Living, No one new about the hotel confused with mariot,No Positive
256542,Grosvenor House Suites by Jumeirah Living, Staff was Inefficient and Arroo, Location and The Ambiance
256543,Grosvenor House Suites by Jumeirah Living, Nothing , Amazing Hotel Great Location Great Staff and very nice and comfortable rooms 
256544,Grosvenor House Suites by Jumeirah Living, The design of the house, Location and staffers
256545,Grosvenor House Suites by Jumeirah Living, The only more or less detail is the housekeeping service, THE location is amazing the staff is very nice and it s very confortable
256546,Grosvenor House Suites by Jumeirah Living, I had a huge problem with payments they have charged me twice leaving me with no spending money which was terrible I ended up taking my spending money from the reception as it would take time to sort it out also I came back home Dubai only to find that they have put hold on further 3400GBP which was extremely disappointing and upsetting and god knows when will my bank release it I will def not stay there again They didn t have breakfast buffet I had to order it every morning , Location
256547,Grosvenor House Suites by Jumeirah Living, Some of the restaurants service staff was quite average given the level of the hotel Orders getting mixed up wrong orders and delays The quality and taste of the food was absolutely amazing the only thing lacking was service , Excellent hotel staff spacious and comfortable suites Extra points to the ever ready helpful concierge staff Location is amazing 
256548,Grosvenor House Suites by Jumeirah Living, Room size too small for big furnitures The clothes cabinet too small not enough for long stay in london, Location services friendly staff and fast check in wifi
256549,Grosvenor House Suites by Jumeirah Living, The bathroom layout was a bit cramped One day I ordered dinner at midnight which was not delivered Slept hungry, One of the most comfortable stay I have ever had Very helpful and courteous staff Best concierge I have ever come across Best part is that you can order food from full menu 24 hours Special mention of stefania on the front desk for going the extra mile to help 
256550,Grosvenor House Suites by Jumeirah Living,No Negative, very comfortable room and great location The Hotel has sent me a little present for my b day It was really pleasant and unexpected and really delicious Does not matter if you come for vacation or business trip it s suitable for both 
256551,Grosvenor House Suites by Jumeirah Living, Amazing bar restaurant space but very quiet , modern stylish property in a fantastic location Typical Jumeirah staff nothing is a problem super friendly and genuinely interested in you It was my wife s birthday and everyone knew and a cake was waiting for us in our room If you want a low key special night in town this is the place 
256552,Grosvenor House Suites by Jumeirah Living, Bed turndown service takes place very late in the evening between 9 and 10pm I have never experienced this anywhere else in the world , A true oasis in the heart of London with a homey feeling 
256553,Grosvenor House Suites by Jumeirah Living, Be careful with My little daughter 3 years old could closed in the bathroom so we couldn t open outside We had to call for help The door was broke down My little girl is fine , Friendly staff location accommodation 
256554,Grosvenor House Suites by Jumeirah Living, Nothing UK Weather , The room was fabulous overlooking Hyde Park 202 This was well above the usual 5 star hotel experience with attention to every personal detail before during and after our stay Fabulous
256555,Grosvenor House Suites by Jumeirah Living,No Negative, Beautiful suite the most comfortable bed I have ever had the pleasure of sleeping in Definitely worth the for a treat Staff couldn t have been more helpful felt like a home from home and all the little extra touches really make the difference We will definitely be back again 
256556,Grosvenor House Suites by Jumeirah Living, They have a charge for everything they charge for storing suit cases they charge for packing and unpacking They only offer one bottle of water per person when it should be at least two , The staff were friendly but not the persons at front desk
256557,Grosvenor House Suites by Jumeirah Living, The whole wxperience was very bad first the hotel furniture is old and dark colour second the price is really expensive if we compare it eith other hotels third cleanles with no enough aminities fourth no comlementry water tell we asked for fifth they asked for cash deposit in case we use any service but we did not at check out we asked for refund the gave us invoice shows that we had breakfast and other things and thats was never happened after invistigation they apologise and they refund the deposit finally we asked the concierge for resturant reservation snd they gave us wrong address we paid double to the taxi cos we reached the wrong place and then we started to google the location Niver will go back to this hotel Thanks, Nothing
256558,Grosvenor House Suites by Jumeirah Living, Electricity and network switches lights blinking inside the cabinet in some rooms No business center, The hotel staff are very helpful and always ready to help 
256559,Grosvenor House Suites by Jumeirah Living, Follow up was not as expected when I requested to change the room Room cleaning was not that good Turn down was not done on time and some days it s was not done at all , I liked it better the first time I was there 
256560,Grosvenor House Suites by Jumeirah Living, very small apartment it mention view of hyde park but its only small angel that shows the park view and no cabinet all the room was dp of electricity, luxury and modern interior
256561,Grosvenor House Suites by Jumeirah Living, Some suites have views of the atrium rather than external views The rooms are air conditioned but it s not possible to open the windows , Suites are spacious and well designed Location is excellent Very exclusive Non residents are not allowed in 
256562,Grosvenor House Suites by Jumeirah Living, When i given a comment they don t take it to their consideration also they deduct hold the full amount 20940 but they took 14000 only the rest was blocked and we suppose to pay by cash, The room size the hotel atmosphere
256563,Grosvenor House Suites by Jumeirah Living, Nothing, Everything was perfect The place is extremely sophisticated and quiet The privacy and security is something we are always looking for and have found Highly recommended to people who want an extravagant kinda stay 
256564,Grosvenor House Suites by Jumeirah Living, Using 2 elevators to reach your apartment Bed quality is poor considering jumeirah name The apartment lacks space its congested with furniture especially the living room, Location Staff
256565,Grosvenor House Suites by Jumeirah Living, We were in the 2nd floor reception floor some times we were hearing people steps while sleeping , Location is excellent The staff were very friendly polite and helpful The food in the hotel is Halal Very excellent place to stay for families
256566,Grosvenor House Suites by Jumeirah Living, The bedroom was verey small can t have tow beds so I share with my son not really good The bathroom needs a small shower for clean in toilet like Arabic bathroom Thank you, Evrey thing was perfect spicaley the staf They wer kinds and helpful
256567,Grosvenor House Suites by Jumeirah Living, Nothing, The staff and the location
256568,Grosvenor House Suites by Jumeirah Living, The food The lobby, Location Staff The appartment and the view The services
256569,Grosvenor House Suites by Jumeirah Living, it might need little bit of cleaning, warm welcoming by the staff and the room was ok and everything is there It met our expectation 
256570,Grosvenor House Suites by Jumeirah Living,No Negative, The location 
256571,Grosvenor House Suites by Jumeirah Living,No Negative, Overall experience was great Polite and helpful staff specially Christina at reception Excellent location
256572,Grosvenor House Suites by Jumeirah Living,No Negative, Exceptional hotel Very helpful and friendly staff
256573,Grosvenor House Suites by Jumeirah Living,No Negative, Location and security Friendly staff and helpful all the time
256574,Grosvenor House Suites by Jumeirah Living, Flies in my room,No Positive
256575,Grosvenor House Suites by Jumeirah Living, They toke a deposit, Location consirge
256576,Grosvenor House Suites by Jumeirah Living, No swimming pool, Excellent location friendly staff
256577,Grosvenor House Suites by Jumeirah Living, Lack of Gym Spa and a Swimming Pool , The location is excellent very clean spacious rooms very friendly staff and luxurious 
256578,Grosvenor House Suites by Jumeirah Living, N A, Concierge staff are superb I will especially like to recommend Andreas and Lucas They r just amazing
256579,Grosvenor House Suites by Jumeirah Living, Should have a spa not in room spa services, The concierge staff are just amazing especially Andreas and Lucas They are just superb
256580,Grosvenor House Suites by Jumeirah Living, Mobile phone reception poor in my room , Friendly staff 
256581,Grosvenor House Suites by Jumeirah Living,No Negative, Location Services Clean
256582,Grosvenor House Suites by Jumeirah Living, Clearance , Location staff
256583,Grosvenor House Suites by Jumeirah Living, Hot corridors Poor housekiping, Friendly staff Concierge were incredibly helpful
256584,Grosvenor House Suites by Jumeirah Living, Very small lobby, Amazing stay with oustanding staff its a real 5 star experience
256585,Grosvenor House Suites by Jumeirah Living, Worse concierge ever,No Positive
256586,Grosvenor House Suites by Jumeirah Living, A little bit expensive but worth it, Staff Clean
256587,Grosvenor House Suites by Jumeirah Living, The furneture is to dark, Evry thing was amazing and comfortable
256588,Grosvenor House Suites by Jumeirah Living, Very expensive, Friendly staff location
256589,Grosvenor House Suites by Jumeirah Living, Bedroom was too warm and air conditioning unit ineffective Hallway was also like a sauna , Great service and amenities and very near to oxford street
256590,Grosvenor House Suites by Jumeirah Living, The bed was not comfortable for me,No Positive
256591,Grosvenor House Suites by Jumeirah Living, Housekeeping Beds and pillows not comfy Very poor and bad lighting in living room Hot corridors, Location is perfect
256592,Grosvenor House Suites by Jumeirah Living, The hotel has no loading and off loading parking, I like the location view security and comfort
256593,Grosvenor House Suites by Jumeirah Living,No Negative, The concept
256594,Grosvenor House Suites by Jumeirah Living,No Negative, very professional and friendly staff great location fancy decoration and very comfortable room 
256595,Grosvenor House Suites by Jumeirah Living, It has a very business appearance but nothing bothering for a family , The customer service of staff location and food 
256596,Grosvenor House Suites by Jumeirah Living, Why is it always so hot throughout the hotel You can t breath , Location Staff 
256597,Grosvenor House Suites by Jumeirah Living, Nothing , Location Staff specious room very helpful Concirge clean room and excellent service at the breakfast 
256598,Grosvenor House Suites by Jumeirah Living,No Negative, The location and the staff
256599,Grosvenor House Suites by Jumeirah Living, Bed was very uncomfortable, Staff were super friendly
256600,Grosvenor House Suites by Jumeirah Living,No Negative, Staff so friendly and hotel quiet
256601,Grosvenor House Suites by Jumeirah Living, Handicap facilities in my room , Huge room
256602,Grosvenor House Suites by Jumeirah Living, Housekeeping, Nothing
256603,Grosvenor House Suites by Jumeirah Living, Room colours was very dark The food wasn t good , Location The Staff
256604,Grosvenor House Suites by Jumeirah Living, My room was next to the service elevator which makes noices all the time even in the middle if the night ,No Positive
256605,Grosvenor House Suites by Jumeirah Living, Nothing, The location is just PERFECT Highly recommended since you can reach the most important places by walking 
256606,Grosvenor House Suites by Jumeirah Living,No Negative, Elegant hotel and great location
256607,Grosvenor House Suites by Jumeirah Living, Clean, Location
256608,Grosvenor House Suites by Jumeirah Living, Menu of Resturant, Size of room
256609,Grosvenor House Suites by Jumeirah Living, Nothing, Security and interior
256610,Grosvenor House Suites by Jumeirah Living, Nothing, I like everything in that wonderful appartment
256611,Grosvenor House Suites by Jumeirah Living,No Negative, Staff Rooms Location
256612,Grosvenor House Suites by Jumeirah Living, Food s quality and taste does not match the price Laundry is expensive too , Size furniture of apt and security to access building 
256613,Grosvenor House Suites by Jumeirah Living, Meal in restaurant was a problem Unprofessional staff , Concierges were incredibly helpful 
256614,Grosvenor House Suites by Jumeirah Living, Poor housekeeping who refuses to do up kitchen in 2 room luxury suite , Ambience and structure
256615,Grosvenor House Suites by Jumeirah Living, The tv remote was very hard to use, The location is close to many places
256616,Grosvenor House Suites by Jumeirah Living, Main bathroom, Hospitality
256617,Grosvenor House Suites by Jumeirah Living, We can hear noises from the other rooms , Friendly staff and good location
