,Hotel_Name,Negative_Review,Positive_Review
157843,Best Western Maitrise Hotel Edgware Road, Room had no windows i asked for a little something like a card or flowers for my wife as it was her birthday Got nothing All the sounds from other rooms came in Neighbours were banging and slaming doors early hours of the morning Kept hearing other people flush toilets Cupboard was broken Lights above bed didnt work , The Staff member at reception was very friendly and got us complimentary breakfast as we were not happy wth the room 
157844,Best Western Maitrise Hotel Edgware Road, our room was very small and didn t have a window it wa also extremely noisy in the morning as we were right next to the cafe area not a great deal of choice for breakfast, 2 minute walk to the underground
157845,Best Western Maitrise Hotel Edgware Road, When we arrived to check in we were asked to take a seat in the coffee shop for 5 minutes the two girls were chatting and laughing at the reception whilst we waited after 5 minutes we asked again to check in when we arrived in our room there was a guy with his head under the bathroom sink and a toolbox Tiny room could just about manouvre around the bed managed to iron hence blocking entrance to bathroom room exit , Comfy bed
157846,Best Western Maitrise Hotel Edgware Road, The room is very tiny and the surrounding is dirty and rough, Good location easy to get public transport and food but the surrounding is dirty and rough
157847,Best Western Maitrise Hotel Edgware Road, The overhead shower head was absolutely disgusting didn t look like it had ever been cleaned and had long hairs hanging from it Unfortunately it is also currently opposite a construction and has a pedestrian crossing right outside so could constantly hear it beeping ,No Positive
157848,Best Western Maitrise Hotel Edgware Road, The area was very poor And room was also scruffy with black markings all over the walls , Room was cosy and quiet modern wouldn t say a 4 star hotel 
157849,Best Western Maitrise Hotel Edgware Road, Windowless room was a disappointment It wouldn t have been asuch of a problem if it otherwise resembled the pictures of the standard double rooms but it was tiny and I could hear all of the noises from the coffee shop upstairs including water running through pipes There was an odd locked door in my room as well that had light coming from all sides through the night Not the worst place to sleep but not a place where you could rest and hang out ,No Positive
157850,Best Western Maitrise Hotel Edgware Road, a bit noisy from the street , Albeit small the room was modern very clean and very practical Overall this is an excellent value for money for london as long as all you need is a clean comfortable room to sleep 
157851,Best Western Maitrise Hotel Edgware Road, The hotel itself you had to enter through a cafe that was unclearly marked in an extremely unwelcoming unattractive area which was also opposite a building site The staff were blunt and too busy serving coffee or looking busy than checking us in The breakfast was an abomination serving cheap value cereal bars a few sad hard boiled eggs left on a plate cold and some stale brioche I would t even call it continental just appalling and not worth the money in the slightest I could have bought the whole of the cheap Tesco selection myself The room itself was topped it off by the broken sink and tiles surrounding the basin dirty scuffed shower plate and the sink did not drain properly The walk too the zoo was around 35 40 minutes and the connections a pain for the main tube stations The money for the compact rooms shoddy street and disgusting breakfast is not one I will EVER choose to do again ,No Positive
157852,Best Western Maitrise Hotel Edgware Road, The ceiling in the shower cubicle needs to be fixed it was very stained and off putting Although I appreciate that the windows could be opened they also needed to have an extra level of glazing as it was very noisy There was no extra space in the room about a foot between end of bed and wall opening the wardrobe meant that the room was full , Reception were very friendly and helpful Windows could be opened 
157853,Best Western Maitrise Hotel Edgware Road, The room was not particularly big and had no window The room had a Skylight which the cover kept lifting off because of the wind At 4 30 in a morning a sudden burst of light into the room wakes you up with a start ,No Positive
157854,Best Western Maitrise Hotel Edgware Road, Room was tiny space for a double bed and I missed there being a window It s ok for one person and just sleeping For a long leisure stay it would feel cramped , Staff were friendly Comfy bed Very clean room Location was good Very near to Tube Lots of places to great some food It felt a safe area 
157855,Best Western Maitrise Hotel Edgware Road, Had a room the size of a prison cell and had no window Very dark and depressing room Had trouble locating reception desk as it s tucked away in the cafe, Cafe in hotel is nice
157856,Best Western Maitrise Hotel Edgware Road, I paid 12 95 for cheese an egg and some ham for breakfast Since I don t eat bread my choices were really limited The bathroom was dirty my toilet seat had a yellow patch on it and a stray pube , Bed was comfortable nice decor
157857,Best Western Maitrise Hotel Edgware Road, The room was very small which was disappointing There was no window but again air con helped I paid 30 extra for breakfast for 2 days and it states cooked or continental breakfast however there was no cooked breakfast so I paid 30 extra for a bowl of cereal I have put a formal complaint as the advertisement is completely false Do not book breakfast , I liked the air con it always kept the room cool as we had no window The wifi was fab 
157858,Best Western Maitrise Hotel Edgware Road, The cleaners do not thoroughly clean the toilets as the mirrors and other areas hold the stain as seen the previous day The room i stayed in was very small , Bed Linen is very clean Accessibility to Bus Cab and Underground are all within 1 3mins from the reception Staff Elodie made my stay a pleasant one she is very courteous always smiling and ready to help 
157859,Best Western Maitrise Hotel Edgware Road, The first room was like a postage stamp telephone did not work and only a small child could of got through the door of the shower From your information we were told it had a bar and restaurant when it only had a coffee shop , Nothing
157860,Best Western Maitrise Hotel Edgware Road, The rooms on the front of the property experienced loud road noise throughout the night poor window insulation In the evenings the lift and stairs can be accessed through the caf by individuals not staying at the hotel , The rooms are clean a good size and comfortable The free wi fi is a real bonus
