,Hotel_Name,Negative_Review,Positive_Review
152041,Castille Paris Starhotels Collezione, Can t really think of a thing there was a fair amount of nearby construction that made getting in out a bit of an inconvenience but obviously that s out of their control , Great location great rooms super helpful staff We were in a crisis stolen passports for a family of 5 simple need was location near Embassy got far beyond that with great rooms a staff that went far beyond to get needed documents printed organized so we could focus on rebooking rest of trip A lifesaver 
152042,Castille Paris Starhotels Collezione, Booked a suite said had two bedrooms one single bed and one double bed Upon check in was shown a single bedroom with a sofa they said was a sofa bed Bathroom was tiny not like pictures They refused to change room said was the marketing departments fault Not a good experience at all ,No Positive
152043,Castille Paris Starhotels Collezione, Elevator floor never properly cleaned during our 12 nights stay Sofas and chairs in the bar and lobby area full cat hairs lost by the hotel pet , Perfect location Most tourist attraction are in walking range 
152044,Castille Paris Starhotels Collezione, Nothing at all, Super Location Unbelievably friendly courteous and helpful staff A cool and extremely well behave cat at the property a hidden gem of a hotel 
152045,Castille Paris Starhotels Collezione, Hotel should come with free breakfast as room price is already expensive, Excellent concierge and front desk services Location is next door to Chanel flagship store and Super convenient to hop to Chanel hop to hotel to drop your purchase and hop to do more shopping All designers boutique are within 5 min walk and Galerie Lafayette and Printemps within 10 min walk Oh the resident Cat Heliot is so adorable Abd the centre attraction at Castille We also love the Etro Toiletries set 
152046,Castille Paris Starhotels Collezione,No Negative, The staff were fantastic from check in to every query we had with the concierge they made us feel like royalty Amazing location and a beautiful duplex upgraded room We will definitely visit again soon 
152047,Castille Paris Starhotels Collezione, We had a room facing the street Rue Cambon but the noise on the street in the middle of night was very annoying and quite loud, I liked the friendly service This is my 4th time at this hotel and every time I come I m greeted with a lovely smile and great service
152048,Castille Paris Starhotels Collezione, Next door to Chanel has its charm and it is dangerous hold on to your credit cards Castille is a typical Parisian Hotel the rooms are small but cosy My room was on the six floor and the elevator did not work the first day Great workout if you want to stay fit The room was quiet and the bed was comfortable The bathrooms look a bit run down and could need a touch up Overall good experience For a business trip to fashion week it is the perfect fit, The breakfast choice is ok but it is not worth another 30 EURO Just go around the corner in one of the cafes and enjoy a cafe au lait and a fresh croissant Sit back and look at the fashionable Parisians passing by More fun 
152049,Castille Paris Starhotels Collezione, The food service department could be better , Amazing Concierge I have never seen this kind of helpful persons in my life They are the best Thanks to Xaiver and Romain Please trust their recommendations about food 
152050,Castille Paris Starhotels Collezione, The bath tub and shower should only have a true walk in shower The lobby upholstery is a bit tired, Staff is very attentive and cordial Loved the restaurant experience Fine Italian food and good ambiance as attentive service Breakfast host is very professional and works with and as much as the staff Delicious variety for breakfast Thank you 
152051,Castille Paris Starhotels Collezione, The mirror was cracked and the bedside drawers were positioned so that the wardrobe door wouldn t open The bathroom did not match the quality of the bedroom it was a little tired and the shower far too small , The location is great
152052,Castille Paris Starhotels Collezione, The room was a little on the small side but then you don t go to Paris to spend all of your time in a hotel room , The staff were outstanding and the hotel is in a very convenient location within walking distance of most of the major attractions in Paris 
152053,Castille Paris Starhotels Collezione, The corridor of the room is so old The mirror and beds need to renovate, The location is great Decoration of lobby is fantastic The restaurant is great
152054,Castille Paris Starhotels Collezione, The room was small but it s Paris so to be expected The breakfast was expensive and we had to have it everyday to get the lower price We decided against it , The location was perfect for us The staff were excellent Our view was lovely from the 6th floor The lobby was warm and inviting 
152055,Castille Paris Starhotels Collezione, No twin room suite Inconsistence staff capability One at the concierge suggested us to hire 2 taxi for 5 people with 5 big baggages because he could not guarantee a wagon for all of us The next day got a phone call from the concierge advised us a big taxi would suit Apparently the latter gentleman was more experienced and thoughtful , The location is unbeatable if the purpose of your travel is shopping 
152056,Castille Paris Starhotels Collezione, The decor in our bedroom is great The ground floor seems to be in two parts one more contemporaryear and another to the left looks tired and at odds with he rest , The staff are very helpful and responsive combined with a great location and beautiful decor 
152057,Castille Paris Starhotels Collezione, We felt it very expensive food and drinks were also highly priced but I guess that s Paris , Location close to metro and quiet at night Comfy bed and the bathroom was big Staff couldn t have been more helpful 
152058,Castille Paris Starhotels Collezione, Over priced mini bar and bar Disappointed as says you have a bath in the superior room but we didn t just a stand in shower Mentioned it was my mrs birthday and didn t offer to do anything special I wouldn t expect this for free but should offer some flower or something for the room at additional cost , Like the location very friendly staff 
152059,Castille Paris Starhotels Collezione, Everything was perfect , Beautiful hotel in a perfect location couldn t be better The stuff very nice and friendly The breakfast very good as in all Starhotels Extremely comfortable bed in a beautifly decorated room Even if it s in the center very quiet hotel 
152060,Castille Paris Starhotels Collezione, Small rooms no coffee makers you have no feeling that it is really 5 hotel , Central location though it is not on a walking distance from many major attractions 
152061,Castille Paris Starhotels Collezione, The breakfast was not so excellent Very little space for the clothes , The junior suite was very nice and also the position of the hotel Staff very kind and professional 
152062,Castille Paris Starhotels Collezione, Horrible staff totally unfair and would not do anything to make you happy My impression that they have zero interest in you coming back The worst is that they cheat if you asked for one feature you like in your room to be they will downgrade you will pretend naive as if they are meeting your request in reality they are milking your credit card , I liked the interior it was clean and minimalistic style exactly what you want in the 21 century Bed was great also 
152063,Castille Paris Starhotels Collezione, Room at the end of the hallway on the 1st floor slightly noisy due to the machinery nearby, Room design is nice Private parking Hotel staff reception desk providing great service
152064,Castille Paris Starhotels Collezione, Everything was wonderful with nothing not to like Don t expect a grand lobby however expect quality over quantity , Castille Paris is an older intimate charming parisian hotel in a very good location that is walking distance to many of the main museums and surrounded by high end shopping Upon check in we were informed our room was upgraded to a mini suite from a standard room as we were a party of 3 Service is very attentive and they went out of their way to help us locate taxi driver when we left cellphone in car on way to airport It is unheard of that a lost cellphone is returned but the staff of Castille were on top of this immediately and arrangements were made to return the phone back to us in United States within the week That speaks volume of how they take care of their guests 
152065,Castille Paris Starhotels Collezione, Could the room be a bit more spacious Probably but I know what to do to make it bigger take a suite not the basic room , There were three negative issues from Tripadviser which put me into doubt cat i don t like pets in the hotel am allergic bad breakfast and small room Re the cat i couldn t notice it s presence at all the hotel in general and the room in particular were immaculately clean which was a shame as my daughter was very excited to play with it re breakfast absolutely delicious No it is not kilometers of wasteful choice but one would find everything you need for a healthy fresh delicious certain things too much start of the day pffff still mouthwatering when remember Re room size well it is not Texas it is the heart of Paris old Europe Want bigger pay more We also very much appreciated the internal terrace of the hotel which gives the opportunity to be in the fresh air and without being looked at 
152066,Castille Paris Starhotels Collezione, The rooms should be equipped with atleast tea and coffee facilities And a couple of complimentary water bottles , Extremely friendly and helpful staff we were there for pfw so location was excellent It s more of a boutique hotel
152067,Castille Paris Starhotels Collezione, Would have liked bottles of water available in our room for staff in restaurant bar to be more accommodating to guests of the hotel we arrived late came down to restaurant for a meal 10 minutes after last order told only option was to eat room service in our room , Great location rooms were so neat clean very Parisian chic Restaurant was also great 
152068,Castille Paris Starhotels Collezione, Our room was very noisy Lots of slamming doors trash truck at 8am Sunday morning Not a lot of personality The cat was even snobby But cute , The location was great 
152069,Castille Paris Starhotels Collezione, the door of the WC which is strongly closing behind you leaving you closed in a very small room the WC room , Good and fresh breakfast nice lounge bar also for business meetings changing of bathroom towels 2 times per day chocolate every evening great location in the city center reception staff very efficient 
152070,Castille Paris Starhotels Collezione, the rooms are quite small but perfectly comfortable and fab location, the staff here are really wonderful helpful welcoming and knowledgable they made the whole experienced feel special and I felt very well looked after
152071,Castille Paris Starhotels Collezione, Coffee tea facilities in the room would have been nice, Upgraded on arrival v comfy beds fab location generally very calm stylish If felt like a real treat to stay there with my daughter Will definitely return Staff incredibly helpful too 
152072,Castille Paris Starhotels Collezione, No tea and coffee making facilities and when this was commented on when checking out we were told this would have been provided if we had asked We had no idea this would have been available as there was no info , Lovely courtyard for having a drink 
152073,Castille Paris Starhotels Collezione, Rooms were way too small for what your paying There s an outdated smell in all of the rooms I wouldn t classify this as a 5 hotel You would probably get better value and facilities at a nearby, Location for shopping and nearby access to metro
152074,Castille Paris Starhotels Collezione,No Negative, Absolute best staff in Paris perfect location fabulous room and bathroom delicious breakfasts gorgeous courtyard for evening drinks a magical place Had already booked another hotel but saw Hotel Castille on Instagram and switched best decision we ever made 
152075,Castille Paris Starhotels Collezione, Room is poorly maintained and not clean housekeeping job is very sloppy and never replenish amenity I have to make extra call for shower gel tissue shower cap etc everyday during my stay No mineral water supply at night Elevator is not clean with smell I changed room 3 times each room has some level of outdated odor Front desk staffs are indifference Concierge ignored my inquiry on restaurants for two days until a senior concierge on board who took care of all inquiry Overall I am surprised it is a 5 star hotel , Location
152076,Castille Paris Starhotels Collezione, The room is too small for the money we were paying , Loved the location of the hotel as well as the hotel itself The team was super helpful and helped us a lot with recommendations The service is quite efficient from room service to dry cleaning 
152077,Castille Paris Starhotels Collezione, This was a 5 star hotel but they do not have tea coffe in the room At least not for free What hotel in that class don t have free tea etc in the room I v been to 2 stars hotel that got that covered I got very suprised when I realized I had to call room service everytime I wanted a cup of tea And pay for it Also very nice to have them call to check up on you but the do not disturb sign you hang outside on the door nob do not mean anything in this hotel They called us all the time when they could clean the room when we where going out if they could clean the room if we would like them to clean the room If they could do something about the bugs and the mole in the bathroom that would be good The bed was very hard and it was easy to hear the TV voices from the other rooms , Elliot their hotel cat 3
152078,Castille Paris Starhotels Collezione, The hotel lobby looks like a 3 star hotel very worn out Quite disappointing , The location is excellent for shopping and walking arround We stayed in a deluxe room The room was renovated and large for a hotel in Paris 
152079,Castille Paris Starhotels Collezione, The room service was poor quality of food , Excellent location super nice decoration nice and silent room The restaurant in the terrace is really nice 
152080,Castille Paris Starhotels Collezione, Did not like being charged held at check in for incidentals and 2 nights stay Bad form Decor is unattractive for such an area Room was only ok with no view , Location was good Decor was dated Needs updating Room was quiet 
152081,Castille Paris Starhotels Collezione, Absolutely nothing , Breakfast was fantastic everything was fresh and absolutely delicious The bed was the most comfortable I have ever slept in The location was incredible next door to the main Chanel shop and from out bedroom we could see the Chanel atelier Service was impeccable and the attention to details was incredible very personal I absolutely loved the look of the hotel absolutely fantastic One of the best hotels we ever stayed at 
