,Hotel_Name,Negative_Review,Positive_Review
292972,Hotel Best Western PLUS Alfa Aeropuerto, The hotel wasn t close to the metro so we had to walk really far to get to it On the way back we ended up taking a taxi instead , Great price for what I got Rooms were extremely clean 
292973,Hotel Best Western PLUS Alfa Aeropuerto, Far from the city , Restaurant was cozy Staffs were very friendly and helpful Very close to the airport Has airport shuttle Not far from Metro station Bus stop is just next to it Perfect for those who are using the airport and staying for a short period 
292974,Hotel Best Western PLUS Alfa Aeropuerto, The guest are very noisy the room have no sound proof Some guest talk so loud outside the building while we stay at 2nd fl , Comfy bed near airport free shuttle bus 
292975,Hotel Best Western PLUS Alfa Aeropuerto, Restaurant was extremely ordinary so have tapas in the city before returning to the hotel Pool was inside and gym was 1 machine next to indoor pool, Perfect location if you need to fly out early next day like us bonus free airport shuttle Staff were excellent we even had a coffee made for us at 5am 
292976,Hotel Best Western PLUS Alfa Aeropuerto, It was definitely design by a man Lightning was poor especially for women who want to apply makeup even just a little eyebrows pencil , It had free airport shuttle 
292977,Hotel Best Western PLUS Alfa Aeropuerto, I didn t like the fact that when I jumped in the shower there was no body gel shampoo As I emailed and called that I was doing an early checked in I had to call reception twice for it to arrive The window was shut but I killed 3 mosquitoes during my stay , I really really liked the bathroom the design was marbellous The bed was quiet comfortable I found a walking distance market where to eat good and relatively cheap 
292978,Hotel Best Western PLUS Alfa Aeropuerto, Breakfast did not have enough hot food Location appears to be industrial area , Nice Property in close proximity to the Airport The Hotel provides complimentary shuttle service to and from the Airport which is a great convenience for travelllers on short stay business travel Staff was helpful Rooms were spacious and well equipped On site Parking was great too 
292979,Hotel Best Western PLUS Alfa Aeropuerto, The room was next to a main road the traffic noise was ridiculous trying to sleep No instructions on how to use air con To use the safe you had to get a key at reception that should of been given as an option checking in not just a note on the safe itself, Layout of the room Beds very comfy
292980,Hotel Best Western PLUS Alfa Aeropuerto, No atmosphere we were bored Needed to give two year old dinner at 6pm was told couldnt get anything hot until 8pm Which resulted in us walking around looking somewhere for him to get suitable meal in an industrial area with very few facilities , The rooms were excellent Staff very helpful and friendly Easy transfer to airport 
292981,Hotel Best Western PLUS Alfa Aeropuerto,No Negative, Enjoyed my stay here I typically stay here when I arrive in Barcelona before driving off for Andorra Close to airport and easy access to highway without dealing with traffic headaches Staff speak english and parking is super easy not a small underground garage 
292982,Hotel Best Western PLUS Alfa Aeropuerto, Locario Ia really bad 11km to airport area is terrible full of trucks they charged for the parking ans didnt advert me that I had to pay, Staff is really nice
292983,Hotel Best Western PLUS Alfa Aeropuerto, There was a flashing light in the bathroom that would not turned off The light went through the glass door of batgroom and was reflected on a large mirror As a result I did not sleep til morning,No Positive
292984,Hotel Best Western PLUS Alfa Aeropuerto, The shower was broken No cold water only mild or hot Had no time to ask for fixing or change a room as we were very tired The hotel is 20 min at night 30 min at day by bus from city center Av Para lel up to 45 min if traffic jams are on the main road to Barcelona The area is industrial so nowhere to go It is only suitable if you need a short stay near Barcelona airport or port It is a business purposed I do not suggest it for leisure stay Taxi price still high because minimum charge to airport still 20 EUR , We needed a hotel nearby airport for only 2 days The hotel is old but somehow refurbished The price suited us but it was lower comparing to others only because this hotel is far away from city Prices in restaurant were high enough but breakfast selection was very good Staff is friendly Everything was clean 
292985,Hotel Best Western PLUS Alfa Aeropuerto, Food options were limited for snacks as well dinner Not a lot of other option close by , Location for my purposes was good close to the airport with free shuttle service Also close to a a metro station to go into the city 
292986,Hotel Best Western PLUS Alfa Aeropuerto, The staff in the restaurant were very inattentive At breakfast every table was dirty and no staff in sight Had to sit at a dirty table with one unused place setting and they still had the gall to charge me for breakfast , The room was clean and comfortable 
292987,Hotel Best Western PLUS Alfa Aeropuerto, Approaching the hotel from south of Barcelona we found it exceeding difficult to find The address was not very helpful to someone who doesn t know the area What exactly is Mercabarna A street an area an establishment we had no on line access since we were traveling with American cell phones so no way to search ,No Positive
292988,Hotel Best Western PLUS Alfa Aeropuerto, No one told me at reception that I needed to plug in my room key to activate the electricity and A C in the room One of the male staffers had a bit of a negative attitude and made me nervous about my bags possibly being lost on my flight home Everything arrived home okay , After three weeks of travelling and staying in Air BnBs with friends and in budget hotels it was really nice to check in at this Best Western Europeans do hotels right This is not like a Best Western in the US and in a good way I rented a bike and rode around the nearby nature reserve There was also a great caffe bar near the river where I stopped and had an Aquarius and delicious torta tomato bread and articoke croquettas made with locally grown El Prat articokes After my bike ride I went for a swim in the saltwater pool Good day The free shuttle took me to the airport 
292989,Hotel Best Western PLUS Alfa Aeropuerto, The location is very bad industrial area The rooms are small and do not look like what is advertised on the internet The beds were like hospital beds and although I sent my requirements to the hotel well in advance the room was not very nice and I had to request a change of room which could only be done the next day The only person that assisted was David at reception but certainly not a very nice hotel for the rates that they requested Towels had holes in it and were thread bare bathroom was not neat and clean advise all to avoid this hotel at all costs ,No Positive
292990,Hotel Best Western PLUS Alfa Aeropuerto, If this hotel wasn t where it was and have the weekend transportation issues as during the week it is hopping with huge trucks going about their business it would be an excellent hotel The hotel is in the industrial commons next to a frozen food packing company and some other factory packing plant businesses The surroundings were just very industrial not exactly picturesque There were nice mountain biking paths by the river if you had the gear for that sort of thing it may have been nice The area of the city is deserted on the weekend Going to the newly built metro and being the only person there was a little unsettling especially since the metro came less frequently to boot Then a regional train was needed to get into the city center It was 3 ticks on my multipass metro ticket each way and it was about an hour s journey I took the bus into the city the next day It only comes every half an hour on weekends so look up the time beforehand It takes only about a half an hour to get to the port then a 5 minute walk to the para lel metro stop Not bad but on the way back to the hotel the driver was giving another group of drivers who had just gotten off work a ride to their cars which I assume were parked at the end stop of the line The driver didn t stop at the stop for the hotel and drove over the river to the next stop I had to walk back over the river to th hotel navigating an industrial round about and figuring out which side of the bridge was open to pedestrian traffic Since there was no shade on the route I was a melting puddle of perspiration upon returning to the hotel If they warned about these transportation issues beforehand and maybe gave a business card to give to the bus driver for the return journey I think that I would not have been so peeved I told the lady at the counter what had happened and she said it had happened to her before too because the drivers get to talking and don t pay attention , The staff was great The hotel had great amenities like a market to buy snacks a bar with bar food and a proper restaurant There was also a pool and sauna but I didn t use those facilities Breakfast buffet was delicious Bus stop right outside hotel metro 10 minute walk There is a free shuttle to the airport and they let me keep my luggage there during the day of my checkout 
292991,Hotel Best Western PLUS Alfa Aeropuerto, There are only warehouses around and nothing more but then it is an airport hotel and only expect guests in transit , Very warm and friendly staff Helpful and efficient Kudos to the young lady at the reception on the night of 13 14 06 2017 who single handedly managed to restore the power supply to no less than 15 rooms on the 3rd floor after a major fault in the hotel s electrical system and handled all the guests so pleasantly that none complained for nearly an hour that they had to go without light or air conditioning Their airport shuttle is punctual The bar and cafe remain open till 1 30 am to accommodate the last people in The bus stand is 2 minutes from the gate of the hotel and the metro about 10 minutes walk 
292992,Hotel Best Western PLUS Alfa Aeropuerto, The location and staff were horrible The hotel was hard to find and in an industrial area no restaurants shops etc The staff basically the reservations person Esther was rude and downright insulting I ended up paying 264 for a 107 room because I made an error in my reservation which I attempted unsuccessfully to correct 30 minutes later Definitely not recommended , The location was somewhat close to the airport 
292993,Hotel Best Western PLUS Alfa Aeropuerto, Can t think of anything that I didn t like, I was due to take a flight to Olbia from Nice and it was cancelled and I was re routed via Barcelona and needed a hotel close to the airport as the flight landed late and the following flight was early the next morning so just needed a bed This hotel fitted the bill perfectly free airport shuttle clean room comfy bed kettle in the room for that early cup of tea and good wifi 
292994,Hotel Best Western PLUS Alfa Aeropuerto, The staff and service was horrible I arrived with a group of people There was no one at the front desk to check us into the hotel for 45 minutes By the time an employee arrived at the front desk the lobby was full of people waiting It was horrible ,No Positive
292995,Hotel Best Western PLUS Alfa Aeropuerto, We just missed shuttle and had to wait 45 minutes hoping another was coming it did They need s call system , Hotel has aged it is strictly for overnight waiting for plane next morning The staff are very good and cancellled out negatives Slept well there 15 minute shuttle and we were back at airport 
292996,Hotel Best Western PLUS Alfa Aeropuerto, The room was smaller than I prefer but it was just for a night The food was just adequate , The shuttle to the airport was very convenient The property is clean and efficient The staff was helpful and kind Everything was easy 
292997,Hotel Best Western PLUS Alfa Aeropuerto, The hotel should give a location map for the place where the shuttle picks up Just mentioning Parking G does not help Most people are unaware of its exact location ,No Positive
292998,Hotel Best Western PLUS Alfa Aeropuerto,No Negative, We stayed here due to it s location to the airport as we had an early flight to catch Everything was fine staff were very polite and helpful Rooms were great very clean with great facilities Would definitely recommend 
292999,Hotel Best Western PLUS Alfa Aeropuerto, It took 1 2h to find where the parking G where the shuttle was supposed to wait when I arrived at 1 am There is no signage at the airport to direct you to that parking lot Because no one answered my request on Booking com to give me more details then no one was there when we arrived and we had to wait another 15 min before the staff organised for a shuttle to pick us up This booking was,No Positive
293000,Hotel Best Western PLUS Alfa Aeropuerto, The only issue that I might have is that the hotel is situated quite a distance away from the main city centre of Barcelona However the public transport to and from the hotel is easily accessible The bus stop is literally just 30 metres or so from the hotel and a short walk of about 650m takes you to the metro subway station which connects to the main subway network The hotel staff at the main desk are ever willing to assist guests should you have any questions on the timings of the buses , The staff are very helpful and courteous The airport shuttle bus was clean punctual and very convenient No need to fuss about taxis etc Wi fi was fast and reliable Food served at the hotel cafe on the ground floor was reasonably priced and tasty There is a small convenience store just behind the main counter which makes it convenient to get your basic necessities and bites Overall I would say that my stay at the hotel was very pleasant and fuss free 
293001,Hotel Best Western PLUS Alfa Aeropuerto, No electricity in my room when check in Room too hot and AC was not working first then it worked but on request at the entrance desk no possibility to set it up from the room , Good location close to the airport
293002,Hotel Best Western PLUS Alfa Aeropuerto,No Negative, The hotel is not near any other hotels or restaurants but it s next to a great walking biking jogging path along the canal very clean and safe area although commercial 
