Hotel_Name,Descriptions
The Ampersand Hotel,[]
H tel Duo,[]
Hilton London Paddington,[]
Mill sime H tel,[]
The Park City Grand Plaza Kensington Hotel,[]
La Villa Royale,[]
The Royal Horseguards,[]
Simply Rooms Suites,[]
The Portobello Hotel,[]
Landmark London,['beautiful stone staircase magnificent fresh']
Park Plaza Victoria London,[]
Rosewood London,['marble staircase massive']
Holiday Inn Paris Op ra Grands Boulevards,[]
Best Western Bretagne Montparnasse,[]
H tel Champs lys es Plaza,['spiral staircase for extra']
Grange Strathmore Hotel,[]
Novotel London Wembley,[]
Sanderson A Morgans Hotel,[]
W12 Rooms,[]
Hotel Royal Elys es,[]
citizenM London Shoreditch,[]
Hotel Ares Eiffel,[]
Relais H tel du Vieux Paris,[]
The Waldorf Hilton,[]
Corendon Vitality Hotel Amsterdam,[]
Pillows Anna van den Vondel Amsterdam,[]
Schlosshotel R mischer Kaiser,[]
Hotel Pulitzer,[]
Petit Palace Boqueria Garden,['staircase palms great']
Durrants Hotel,['historic building staircase details comfortable']
Bilderberg Hotel Jan Luyken,[]
Hotel Dieci,[]
Hampshire Hotel The Manor Amsterdam,[]
Vincci Maritimo,[]
JUFA Hotel Wien,[]
Mercure Amsterdam Sloterdijk Station,[]
Onix Liceo,[]
Das Opernring Hotel,['staircase are old']
The Ned,[]
Grand Hotel Amr th Amsterdam,[]
Hotel Roemer Amsterdam,[]
Hotel de France Wien,[]
Park Hotel,[]
Amba Hotel Charing Cross,[]
Camperio House Suites Apartments,[]
Good Hotel London,[]
Park Plaza Westminster Bridge London,[]
Amsterdam Canal Residence,[]
