Hotel_Name,Descriptions
Belfast,[]
Mercure Paris Tour Eiffel Pont Mirabeau,[]
The Cranley Hotel,[]
Maison Souquet,['food is top']
Amp re,"['good food great', 'convenient and food very good']"
H tel Chaplain Paris Rive Gauche,[]
11 Cadogan Gardens,"['delicious food oustanding overall', 'food delicious', 'food was good', 'top notch food delicious']"
Hotel Astor Saint Honor ,[]
H tel Le Marianne,[]
Marlin Waterloo,[]
Le Relais Madeleine,['korean the food was nice']
Mercure Paris Porte d Orleans,[]
Park Grand London Lancaster Gate,"['food so couldn', 'clean food great']"
The Henrietta Hotel,['food is full']
Hotel Le Six,['great breakfast food and great']
Windermere Hotel,['food was excellent']
La Villa Maillot,[]
Ritz Paris,['food is fab']
Hotel Lumen Paris Louvre,['good quality food breads etc']
Mill sime H tel,[]
Au Manoir Saint Germain,[]
Nolinski Paris,"['awesome food awesome', 'food were fantastic', 'food was amazing']"
Paris Marriott Opera Ambassador Hotel,"['food was excellent', 'great food comfortable spacious', 'terrific food entire']"
Hotel de Seze,['fresh food and excellent']
Best Western Op ra Batignolles,['food excellent']
Hotel La Place,['claustrophobic breakfast food was good']
Hotel Le Pera,['asian food chinese']
Villa d Estr es,[]
Franklin Roosevelt,[]
Splendide Royal Paris,[]
H tel Les Dames du Panth on,[]
Relais Du Louvre,[]
Best Western Ducs de Bourgogne,[]
Best Western Premier Op ra Opal,[]
Boundary Rooms Suites,[]
Villa Montparnasse,[]
Lyric H tel Paris,['food the best']
Hotel Design Secret de Paris,[]
Okko Hotels Paris Porte De Versailles,[]
La Villa Royale,['delicious food interesting']
H tel Belloy Saint Germain By Happyculture,[]
Old Ship Inn Hackney,"['food is excellent', 'food was great', 'helpful food was great', 'food was good', 'food was excellent', 'good food available', 'good food very handy']"
H tel Le M,['hot food not great']
Mercure Paris Gare Montparnasse,['food markets easy']
Mercure Paris Montparnasse Raspail,[]
Hotel Le petit Paris,[]
Royal Garden Champs Elysees,[]
H tel De Buci by MH,[]
Hotel Parc Saint Severin Esprit de France,[]
The Portobello Hotel,[]
Holiday Inn Paris Montmartre,[]
Hotel Pulitzer Paris,['great food short']
Hotel Elys es Bassano,['food was excellent']
Best Western Nouvel Orl ans Montparnasse,[]
Hotel Plaza Athenee Paris,[]
Mercure Paris Place d Italie,[]
Draycott Hotel,[]
Le Pavillon de la Reine Spa,[]
Hotel Atmospheres,[]
H tel La Comtesse by Elegancia,[]
Hotel Astra Opera Astotel,['fresh food and clean']
